,premise,hypothesis,gold_label,type,infersent_embedding,predicted_label
9731.0,"Is it true that if Sophia decides to attend the concert, his best friend will drive him there?",Sophia has a best friend.,E,type5_possessive,"[ 0.00746889  0.02447237  0.13216051 ...  0.03999854  0.01024261
 -0.0138564 ]",E
9736.0,"If Olivia travels to Paris, his brother will meet him at the train station.",Olivia has a brother.,E,type5_possessive,"[ 0.00746889  0.14549695  0.01062005 ...  0.02869236 -0.03808315
 -0.0138564 ]",E
9737.0,"It's not the case that if Olivia travels to Paris, his brother will meet him at the train station.",Olivia has a brother.,E,type5_possessive,"[ 0.00746889  0.1393407   0.00384628 ...  0.02869236 -0.03808315
 -0.0138564 ]",E
9738.0,"Sam believes that if Olivia travels to Paris, his brother will meet him at the train station.",Olivia has a brother.,E,type5_possessive,"[ 0.00746889  0.14268865  0.01249312 ...  0.02869236 -0.03808315
 -0.0138564 ]",E
9739.0,"Is it true that if Olivia travels to Paris, his brother will meet him at the train station?",Olivia has a brother.,E,type5_possessive,"[ 0.00746889  0.14022683  0.00646549 ...  0.02869236 -0.03808315
 -0.0138564 ]",E
9764.0,"If Sandra finishes her work early, her colleague will take her out for lunch.",Sandra has a colleague.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.01478004 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
9765.0,"It's not the case that if Sandra finishes her work early, her colleague will take her out for lunch.",Sandra has a colleague.,E,type5_possessive,"[ 0.00746889 -0.06974457  0.00707371 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
9766.0,"Sam believes that if Sandra finishes her work early, her colleague will take her out for lunch.",Sandra has a colleague.,E,type5_possessive,"[ 0.00921272 -0.01138695  0.02362578 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
9767.0,"Is it true that if Sandra finishes her work early, her colleague will take her out for lunch?",Sandra has a colleague.,E,type5_possessive,"[ 0.00746889  0.01478766  0.00900606 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
9776.0,"If Ella finishes her exams early, her friends will take her out for a celebratory dinner.",Ella has friends.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.05674336 ...  0.0247328   0.01291462
 -0.0138564 ]",E
9777.0,"It's not the case that if Ella finishes her exams early, her friends will take her out for a celebratory dinner.",Ella has friends.,E,type5_possessive,"[ 0.00746889 -0.06974457  0.04680506 ...  0.0247328   0.01291462
 -0.0138564 ]",E
9778.0,"Sam believes that if Ella finishes her exams early, her friends will take her out for a celebratory dinner.",Ella has friends.,E,type5_possessive,"[ 0.00921272 -0.01138695  0.05797571 ...  0.0247328   0.01291462
 -0.0138564 ]",E
9779.0,"Is it true that if Ella finishes her exams early, her friends will take her out for a celebratory dinner?",Ella has friends.,E,type5_possessive,"[ 0.00746889  0.01478766  0.05028848 ...  0.0247328   0.01291462
 -0.0138564 ]",E
9832.0,"If Karen needs a ride home, her friend will give her a lift after work.",Karen has a friend.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.0968402  ...  0.04070196  0.01024261
 -0.0138564 ]",E
9833.0,"It's not the case that if Karen needs a ride home, her friend will give her a lift after work.",Karen has a friend.,E,type5_possessive,"[ 0.00746889 -0.06974457  0.08924072 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9834.0,"Sam believes that if Karen needs a ride home, her friend will give her a lift after work.",Karen has a friend.,E,type5_possessive,"[ 0.00746889 -0.01138695  0.09430722 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9835.0,"Is it true that if Karen needs a ride home, her friend will give her a lift after work?",Karen has a friend.,E,type5_possessive,"[ 0.00746889  0.01478766  0.09064513 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9844.0,"If Lisa confirms her attendance, her colleagues will organize a surprise farewell party for her.",Lisa has colleagues.,E,type5_possessive,"[ 0.01709382 -0.03935728  0.01848302 ...  0.01252648 -0.0207674
 -0.0138564 ]",E
9845.0,"It's not the case that if Lisa confirms her attendance, her colleagues will organize a surprise farewell party for her.",Lisa has colleagues.,E,type5_possessive,"[ 0.00746889 -0.0534196   0.00807328 ...  0.01252648 -0.0207674
 -0.0138564 ]",E
9846.0,"Sam believes that if Lisa confirms her attendance, her colleagues will organize a surprise farewell party for her.",Lisa has colleagues.,E,type5_possessive,"[ 0.00978594 -0.01138695  0.02250592 ...  0.01252648 -0.0207674
 -0.0138564 ]",E
9847.0,"Is it true that if Lisa confirms her attendance, her colleagues will organize a surprise farewell party for her?",Lisa has colleagues.,E,type5_possessive,"[ 0.00746889  0.01478766  0.01274189 ...  0.01252648 -0.0207674
 -0.0138564 ]",E
9848.0,"If Jessica lands in Chicago, her friend will be waiting for her at the airport.",Jessica has a friend.,E,type5_possessive,"[ 0.01105496 -0.03935728  0.09009898 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9849.0,"It's not the case that if Jessica lands in Chicago, her friend will be waiting for her at the airport.",Jessica has a friend.,E,type5_possessive,"[ 0.00746889 -0.06974457  0.08138592 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9850.0,"Sam believes that if Jessica lands in Chicago, her friend will be waiting for her at the airport.",Jessica has a friend.,E,type5_possessive,"[ 0.00746889 -0.01138695  0.08931039 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9851.0,"Is it true that if Jessica lands in Chicago, her friend will be waiting for her at the airport?",Jessica has a friend.,E,type5_possessive,"[ 0.00746889  0.01478766  0.0837404  ...  0.04070196  0.01024261
 -0.0138564 ]",E
9896.0,"If Hannah's car breaks down, her brother will come to give her a ride to work.",Hannah has a brother.,E,type5_possessive,"[ 0.00746889  0.13047414  0.06184559 ...  0.02869236 -0.03808315
 -0.0138564 ]",E
9897.0,"It's not the case that if Hannah's car breaks down, her brother will come to give her a ride to work.",Hannah has a brother.,E,type5_possessive,"[ 0.00746889  0.12570362  0.05902273 ...  0.02869236 -0.03808315
 -0.0138564 ]",E
9898.0,"Sam believes that if Hannah's car breaks down, her brother will come to give her a ride to work.",Hannah has a brother.,E,type5_possessive,"[ 0.00746889  0.12810154  0.06065769 ...  0.02869236 -0.03808315
 -0.0138564 ]",E
9899.0,"Is it true that if Hannah's car breaks down, her brother will come to give her a ride to work?",Hannah has a brother.,E,type5_possessive,"[ 0.00746889  0.12636839  0.05948442 ...  0.02869236 -0.03808315
 -0.0138564 ]",E
9916.0,"If Ella finishes his meeting early, his colleagues will take him out for dinner.",Ella has colleagues.,E,type5_possessive,"[ 0.00746889  0.04048891 -0.00073663 ...  0.01252648 -0.04434213
 -0.0138564 ]",E
9917.0,"It's not the case that if Ella finishes his meeting early, his colleagues will take him out for dinner.",Ella has colleagues.,E,type5_possessive,"[ 0.00746889  0.02749869 -0.00174339 ...  0.01252648 -0.04434213
 -0.0138564 ]",E
9918.0,"Sam believes that if Ella finishes his meeting early, his colleagues will take him out for dinner.",Ella has colleagues.,E,type5_possessive,"[ 0.00746889  0.03049686  0.00145076 ...  0.01252648 -0.04434213
 -0.0138564 ]",E
9919.0,"Is it true that if Ella finishes his meeting early, his colleagues will take him out for dinner?",Ella has colleagues.,E,type5_possessive,"[ 0.00746889  0.02841646 -0.0015209  ...  0.01252648 -0.04434213
 -0.0138564 ]",E
9932.0,"If Scarlett drives to the concert, her friends will meet her at the venue.",Scarlett has friends.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.10735081 ...  0.0247328   0.01291462
 -0.0138564 ]",E
9933.0,"It's not the case that if Scarlett drives to the concert, her friends will meet her at the venue.",Scarlett has friends.,E,type5_possessive,"[ 0.00746889 -0.06974457  0.09977444 ...  0.0247328   0.01291462
 -0.0138564 ]",E
9934.0,"Sam believes that if Scarlett drives to the concert, her friends will meet her at the venue.",Scarlett has friends.,E,type5_possessive,"[ 0.00746889 -0.01138695  0.10807925 ...  0.0247328   0.01291462
 -0.0138564 ]",E
9935.0,"Is it true that if Scarlett drives to the concert, her friends will meet her at the venue?",Scarlett has friends.,E,type5_possessive,"[ 0.00746889  0.01478766  0.10255856 ...  0.0247328   0.01291462
 -0.0138564 ]",E
9948.0,"If Benjamin arrives early, his friend will take him to the concert.",Benjamin has a friend.,E,type5_possessive,"[ 0.00746889  0.03314911  0.10884048 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9949.0,"It's not the case that if Benjamin arrives early, his friend will take him to the concert.",Benjamin has a friend.,E,type5_possessive,"[ 0.00746889  0.0259591   0.10706218 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9950.0,"Sam believes that if Benjamin arrives early, his friend will take him to the concert.",Benjamin has a friend.,E,type5_possessive,"[ 0.00746889  0.02952676  0.10792062 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9951.0,"Is it true that if Benjamin arrives early, his friend will take him to the concert?",Benjamin has a friend.,E,type5_possessive,"[ 0.00746889  0.02715801  0.10729162 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9996.0,"If Amelia attends the conference, her colleague will give her a ride to the venue.",Amelia has a colleague.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.07998086 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
9997.0,"It's not the case that if Amelia attends the conference, her colleague will give her a ride to the venue.",Amelia has a colleague.,E,type5_possessive,"[ 0.00746889 -0.06974457  0.07145251 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
9998.0,"Sam believes that if Amelia attends the conference, her colleague will give her a ride to the venue.",Amelia has a colleague.,E,type5_possessive,"[ 0.00746889 -0.01138695  0.07940963 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
9999.0,"Is it true that if Amelia attends the conference, her colleague will give her a ride to the venue?",Amelia has a colleague.,E,type5_possessive,"[ 0.00746889  0.01478766  0.07383533 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
10008.0,"If William arrives early, his colleague will meet him at the train station.",William has a colleague.,E,type5_possessive,"[ 0.00746889  0.068003    0.02033094 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
10009.0,"It's not the case that if William arrives early, his colleague will meet him at the train station.",William has a colleague.,E,type5_possessive,"[ 0.00746889  0.03598182  0.00228435 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
10010.0,"Sam believes that if William arrives early, his colleague will meet him at the train station.",William has a colleague.,E,type5_possessive,"[ 0.00746889  0.04948502  0.02482212 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
10011.0,"Is it true that if William arrives early, his colleague will meet him at the train station?",William has a colleague.,E,type5_possessive,"[ 0.00746889  0.03947144  0.00586729 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
10012.0,"If Richard arrives early, his friend will greet him at the train station.",Richard has a friend.,E,type5_possessive,"[ 0.00746889  0.08348455  0.08025529 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10013.0,"It's not the case that if Richard arrives early, his friend will greet him at the train station.",Richard has a friend.,E,type5_possessive,"[ 0.00746889  0.05158106  0.07289995 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10014.0,"Sam believes that if Richard arrives early, his friend will greet him at the train station.",Richard has a friend.,E,type5_possessive,"[ 0.00746889  0.0663775   0.08019783 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10015.0,"Is it true that if Richard arrives early, his friend will greet him at the train station?",Richard has a friend.,E,type5_possessive,"[ 0.00746889  0.05548142  0.07511405 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10020.0,"If Lucas arrives on time, his friend will meet him at the train station.",Lucas has a friend.,E,type5_possessive,"[ 0.00746889  0.03119861  0.0738062  ...  0.04070196  0.01024261
 -0.0138564 ]",E
10021.0,"It's not the case that if Lucas arrives on time, his friend will meet him at the train station.",Lucas has a friend.,E,type5_possessive,"[ 0.00746889  0.02584133  0.06838463 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10022.0,"Sam believes that if Lucas arrives on time, his friend will meet him at the train station.",Lucas has a friend.,E,type5_possessive,"[ 0.00746889  0.02810646  0.07328667 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10023.0,"Is it true that if Lucas arrives on time, his friend will meet him at the train station?",Lucas has a friend.,E,type5_possessive,"[ 0.00746889  0.02650812  0.06983554 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10024.0,"If Patricia finishes his work on time, his colleague will treat him to lunch.",Patricia has a colleague.,E,type5_possessive,"[ 0.00746889  0.0346626   0.06012159 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
10025.0,"It's not the case that if Patricia finishes his work on time, his colleague will treat him to lunch.",Patricia has a colleague.,E,type5_possessive,"[ 0.00746889  0.02486111  0.05658132 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
10026.0,"Sam believes that if Patricia finishes his work on time, his colleague will treat him to lunch.",Patricia has a colleague.,E,type5_possessive,"[ 0.00746889  0.02697794  0.05911848 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
10027.0,"Is it true that if Patricia finishes his work on time, his colleague will treat him to lunch?",Patricia has a colleague.,E,type5_possessive,"[ 0.00746889  0.0252777   0.05728718 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
10040.0,"If John arrives on time, his friends will be waiting for him at the restaurant.",John has friends.,E,type5_possessive,"[ 0.00746889  0.11015445  0.04017575 ...  0.0247328   0.01291462
 -0.0138564 ]",E
10041.0,"It's not the case that if John arrives on time, his friends will be waiting for him at the restaurant.",John has friends.,E,type5_possessive,"[ 0.00746889  0.07858596  0.0354271  ...  0.0247328   0.01291462
 -0.0138564 ]",E
10042.0,"Sam believes that if John arrives on time, his friends will be waiting for him at the restaurant.",John has friends.,E,type5_possessive,"[ 0.00746889  0.09537137  0.04024645 ...  0.0247328   0.01291462
 -0.0138564 ]",E
10043.0,"Is it true that if John arrives on time, his friends will be waiting for him at the restaurant?",John has friends.,E,type5_possessive,"[ 0.00746889  0.08312371  0.03685113 ...  0.0247328   0.01291462
 -0.0138564 ]",E
10048.0,"If Mary finishes her work early, her colleague will take her out for lunch.",Mary has a colleague.,E,type5_possessive,"[ 0.02344411 -0.03935728  0.04996773 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
10049.0,"It's not the case that if Mary finishes her work early, her colleague will take her out for lunch.",Mary has a colleague.,E,type5_possessive,"[ 0.00746889 -0.06974457  0.03437275 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
10050.0,"Sam believes that if Mary finishes her work early, her colleague will take her out for lunch.",Mary has a colleague.,E,type5_possessive,"[ 0.01759439 -0.01138695  0.05532842 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
10051.0,"Is it true that if Mary finishes her work early, her colleague will take her out for lunch?",Mary has a colleague.,E,type5_possessive,"[ 0.00746889  0.01478766  0.04171404 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
10084.0,"If Thomas travels to Paris, his friend will meet him at the train station.",Thomas has a friend.,E,type5_possessive,"[ 0.00746889  0.05915572  0.0848957  ...  0.04070196  0.01024261
 -0.0138564 ]",E
10085.0,"It's not the case that if Thomas travels to Paris, his friend will meet him at the train station.",Thomas has a friend.,E,type5_possessive,"[ 0.00746889  0.02886206  0.07778357 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10086.0,"Sam believes that if Thomas travels to Paris, his friend will meet him at the train station.",Thomas has a friend.,E,type5_possessive,"[ 0.00746889  0.04110092  0.08339406 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10087.0,"Is it true that if Thomas travels to Paris, his friend will meet him at the train station?",Thomas has a friend.,E,type5_possessive,"[ 0.00746889  0.03195442  0.07938167 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10108.0,"If Betty arrives early, her brother will meet her at the train station.",Betty has a brother.,E,type5_possessive,"[ 0.00746889  0.13120921  0.0173786  ...  0.02869236 -0.03808315
 -0.01196283]",E
10109.0,"It's not the case that if Betty arrives early, her brother will meet her at the train station.",Betty has a brother.,E,type5_possessive,"[ 0.00746889  0.12590112  0.01291122 ...  0.02869236 -0.03808315
 -0.01196283]",E
10110.0,"Sam believes that if Betty arrives early, her brother will meet her at the train station.",Betty has a brother.,E,type5_possessive,"[ 0.00746889  0.12859014  0.01760606 ...  0.02869236 -0.03808315
 -0.01196283]",E
10111.0,"Is it true that if Betty arrives early, her brother will meet her at the train station?",Betty has a brother.,E,type5_possessive,"[ 0.00746889  0.12664467  0.01369581 ...  0.02869236 -0.03808315
 -0.01196283]",E
10140.0,"If Caleb passes his driving test, his parents will buy him a car.",Caleb has parents.,E,type5_possessive,"[ 0.00746889  0.05749029  0.06110124 ...  0.00071831 -0.04434213
 -0.0138564 ]",E
10141.0,"It's not the case that if Caleb passes his driving test, his parents will buy him a car.",Caleb has parents.,E,type5_possessive,"[ 0.00746889  0.05026758  0.05800845 ...  0.00071831 -0.04434213
 -0.0138564 ]",E
10142.0,"Sam believes that if Caleb passes his driving test, his parents will buy him a car.",Caleb has parents.,E,type5_possessive,"[ 0.00746889  0.05325736  0.06020596 ...  0.00071831 -0.04434213
 -0.0138564 ]",E
10143.0,"Is it true that if Caleb passes his driving test, his parents will buy him a car?",Caleb has parents.,E,type5_possessive,"[ 0.00746889  0.05105819  0.05864036 ...  0.00071831 -0.04434213
 -0.0138564 ]",E
10152.0,"If Emily finishes work early, her husband will cook dinner for her.",Emily has a husband.,E,type5_possessive,"[ 0.00746889  0.1098457   0.0441528  ...  0.02788562 -0.03343987
 -0.0138564 ]",E
10153.0,"It's not the case that if Emily finishes work early, her husband will cook dinner for her.",Emily has a husband.,E,type5_possessive,"[ 0.00746889  0.10042148  0.03455577 ...  0.02788562 -0.03343987
 -0.0138564 ]",E
10154.0,"Sam believes that if Emily finishes work early, her husband will cook dinner for her.",Emily has a husband.,E,type5_possessive,"[ 0.00746889  0.10426385  0.04348875 ...  0.02788562 -0.03343987
 -0.0138564 ]",E
10155.0,"Is it true that if Emily finishes work early, her husband will cook dinner for her?",Emily has a husband.,E,type5_possessive,"[ 0.00746889  0.10149692  0.03720172 ...  0.02788562 -0.03343987
 -0.0138564 ]",E
10180.0,"If Emily's car breaks down, her friend will drive her to work.",Emily has a friend.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.08828816 ...  0.04070196  0.01024261
 -0.01341768]",E
10181.0,"It's not the case that if Emily's car breaks down, her friend will drive her to work.",Emily has a friend.,E,type5_possessive,"[ 0.00746889 -0.06974457  0.08239185 ...  0.04070196  0.01024261
 -0.01341768]",E
10182.0,"Sam believes that if Emily's car breaks down, her friend will drive her to work.",Emily has a friend.,E,type5_possessive,"[ 0.00746889 -0.01138695  0.08715611 ...  0.04070196  0.01024261
 -0.01341768]",E
10183.0,"Is it true that if Emily's car breaks down, her friend will drive her to work?",Emily has a friend.,E,type5_possessive,"[ 0.00746889  0.01478766  0.08382637 ...  0.04070196  0.01024261
 -0.01341768]",E
10184.0,"If Lily finishes work early, his friend will take him out for dinner.",Lily has a friend.,E,type5_possessive,[0.00746889 0.0302492  0.07898685 ... 0.04070196 0.01024261 0.02042415],E
10185.0,"It's not the case that if Lily finishes work early, his friend will take him out for dinner.",Lily has a friend.,E,type5_possessive,[0.00746889 0.02445166 0.07118234 ... 0.04070196 0.01024261 0.02042415],E
10186.0,"Sam believes that if Lily finishes work early, his friend will take him out for dinner.",Lily has a friend.,E,type5_possessive,[0.00746889 0.02683392 0.07877023 ... 0.04070196 0.01024261 0.02042415],E
10187.0,"Is it true that if Lily finishes work early, his friend will take him out for dinner?",Lily has a friend.,E,type5_possessive,[0.00746889 0.02522621 0.07346728 ... 0.04070196 0.01024261 0.02042415],E
10204.0,"If Isaac's flight lands on time, his best friend will be waiting for him at the airport.",Isaac has a best friend.,E,type5_possessive,"[ 0.00746889  0.02741972  0.13696167 ...  0.03999854  0.01024261
 -0.0138564 ]",E
10205.0,"It's not the case that if Isaac's flight lands on time, his best friend will be waiting for him at the airport.",Isaac has a best friend.,E,type5_possessive,"[ 0.00746889  0.02385525  0.13254738 ...  0.03999854  0.01024261
 -0.0138564 ]",E
10206.0,"Sam believes that if Isaac's flight lands on time, his best friend will be waiting for him at the airport.",Isaac has a best friend.,E,type5_possessive,"[ 0.00746889  0.02502442  0.13513778 ...  0.03999854  0.01024261
 -0.0138564 ]",E
10207.0,"Is it true that if Isaac's flight lands on time, his best friend will be waiting for him at the airport?",Isaac has a best friend.,E,type5_possessive,"[ 0.00746889  0.0241558   0.13325274 ...  0.03999854  0.01024261
 -0.0138564 ]",E
10228.0,"If Nancy finishes her exam early, her friend will take her out for lunch.",Nancy has a friend.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.09559891 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10229.0,"It's not the case that if Nancy finishes her exam early, her friend will take her out for lunch.",Nancy has a friend.,E,type5_possessive,"[ 0.00746889 -0.06974457  0.08577458 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10230.0,"Sam believes that if Nancy finishes her exam early, her friend will take her out for lunch.",Nancy has a friend.,E,type5_possessive,"[ 0.00921272 -0.01138695  0.09429672 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10231.0,"Is it true that if Nancy finishes her exam early, her friend will take her out for lunch?",Nancy has a friend.,E,type5_possessive,"[ 0.00746889  0.01478766  0.08831219 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10252.0,"If Mary finishes his presentation early, his colleague will take him out for lunch.",Mary has a colleague.,E,type5_possessive,"[ 0.00746889  0.03017593  0.05747573 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
10253.0,"It's not the case that if Mary finishes his presentation early, his colleague will take him out for lunch.",Mary has a colleague.,E,type5_possessive,"[ 0.00746889  0.02321954  0.04593705 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
10254.0,"Sam believes that if Mary finishes his presentation early, his colleague will take him out for lunch.",Mary has a colleague.,E,type5_possessive,"[ 0.00746889  0.0249477   0.06136587 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
10255.0,"Is it true that if Mary finishes his presentation early, his colleague will take him out for lunch?",Mary has a colleague.,E,type5_possessive,"[ 0.00746889  0.02372795  0.05145176 ...  0.02872921 -0.04203578
 -0.0138564 ]",E
10284.0,"If Charlotte attends the concert, her best friend will accompany her to the venue.",Charlotte has a best friend.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.14619926 ...  0.03999854  0.01024261
 -0.0138564 ]",E
10285.0,"It's not the case that if Charlotte attends the concert, her best friend will accompany her to the venue.",Charlotte has a best friend.,E,type5_possessive,"[ 0.00746889 -0.06974457  0.13734767 ...  0.03999854  0.01024261
 -0.0138564 ]",E
10286.0,"Sam believes that if Charlotte attends the concert, her best friend will accompany her to the venue.",Charlotte has a best friend.,E,type5_possessive,"[ 0.00746889 -0.01138695  0.14432018 ...  0.03999854  0.01024261
 -0.0138564 ]",E
10287.0,"Is it true that if Charlotte attends the concert, her best friend will accompany her to the venue?",Charlotte has a best friend.,E,type5_possessive,"[ 0.00746889  0.01478766  0.13941503 ...  0.03999854  0.01024261
 -0.0138564 ]",E
