,premise,hypothesis,gold_label,type,infersent_embedding,predicted_label
9731.0,"Is it true that if Sophia decides to attend the concert, his best friend will drive him there?",Sophia has a best friend.,E,type5_possessive,"[ 0.00746889  0.02352771  0.13347696 ...  0.03999854  0.01024261
 -0.0138564 ]",E
9736.0,"If Olivia travels to Paris, his brother will meet him at the train station.",Olivia has a brother.,E,type5_possessive,"[ 0.00746889  0.14602563  0.0690356  ...  0.02869236 -0.03808315
 -0.01090216]",E
9737.0,"It's not the case that if Olivia travels to Paris, his brother will meet him at the train station.",Olivia has a brother.,E,type5_possessive,"[ 0.00746889  0.14046676  0.06750137 ...  0.02869236 -0.03808315
 -0.01090216]",E
9738.0,"Sam believes that if Olivia travels to Paris, his brother will meet him at the train station.",Olivia has a brother.,E,type5_possessive,"[ 0.00746889  0.14126971  0.06752313 ...  0.02869236 -0.03808315
 -0.01090216]",E
9739.0,"Is it true that if Olivia travels to Paris, his brother will meet him at the train station?",Olivia has a brother.,E,type5_possessive,"[ 0.00746889  0.14117743  0.06764044 ...  0.02869236 -0.03808315
 -0.01090216]",E
9764.0,"If Sandra finishes her work early, her colleague will take her out for lunch.",Sandra has a colleague.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.07177031 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
9765.0,"It's not the case that if Sandra finishes her work early, her colleague will take her out for lunch.",Sandra has a colleague.,E,type5_possessive,"[ 0.00746889 -0.06974457  0.06424838 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
9766.0,"Sam believes that if Sandra finishes her work early, her colleague will take her out for lunch.",Sandra has a colleague.,E,type5_possessive,"[ 0.00746889 -0.01138695  0.06687868 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
9767.0,"Is it true that if Sandra finishes her work early, her colleague will take her out for lunch?",Sandra has a colleague.,E,type5_possessive,"[ 0.00746889  0.01478766  0.06563938 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
9776.0,"If Ella finishes her exams early, her friends will take her out for a celebratory dinner.",Ella has friends.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.07682831 ...  0.0247328   0.01291462
 -0.0138564 ]",E
9777.0,"It's not the case that if Ella finishes her exams early, her friends will take her out for a celebratory dinner.",Ella has friends.,E,type5_possessive,"[ 0.00746889 -0.06974457  0.06852485 ...  0.0247328   0.01291462
 -0.0138564 ]",E
9778.0,"Sam believes that if Ella finishes her exams early, her friends will take her out for a celebratory dinner.",Ella has friends.,E,type5_possessive,"[ 0.00746889 -0.01138695  0.07133688 ...  0.0247328   0.01291462
 -0.0138564 ]",E
9779.0,"Is it true that if Ella finishes her exams early, her friends will take her out for a celebratory dinner?",Ella has friends.,E,type5_possessive,"[ 0.00746889  0.01478766  0.07007144 ...  0.0247328   0.01291462
 -0.0138564 ]",E
9832.0,"If Karen needs a ride home, her friend will give her a lift after work.",Karen has a friend.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.0968402  ...  0.04070196  0.01024261
 -0.0138564 ]",E
9833.0,"It's not the case that if Karen needs a ride home, her friend will give her a lift after work.",Karen has a friend.,E,type5_possessive,"[ 0.00746889 -0.06974457  0.08924072 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9834.0,"Sam believes that if Karen needs a ride home, her friend will give her a lift after work.",Karen has a friend.,E,type5_possessive,"[ 0.00746889 -0.01138695  0.09180131 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9835.0,"Is it true that if Karen needs a ride home, her friend will give her a lift after work?",Karen has a friend.,E,type5_possessive,"[ 0.00746889  0.01478766  0.09064513 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9844.0,"If Lisa confirms her attendance, her colleagues will organize a surprise farewell party for her.",Lisa has colleagues.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.06711259 ...  0.02250317 -0.01616989
 -0.0138564 ]",E
9845.0,"It's not the case that if Lisa confirms her attendance, her colleagues will organize a surprise farewell party for her.",Lisa has colleagues.,E,type5_possessive,"[ 0.00746889 -0.0508603   0.06085436 ...  0.02250317 -0.01616989
 -0.0138564 ]",E
9846.0,"Sam believes that if Lisa confirms her attendance, her colleagues will organize a surprise farewell party for her.",Lisa has colleagues.,E,type5_possessive,"[ 0.00746889 -0.01138695  0.06248617 ...  0.02250317 -0.01616989
 -0.0138564 ]",E
9847.0,"Is it true that if Lisa confirms her attendance, her colleagues will organize a surprise farewell party for her?",Lisa has colleagues.,E,type5_possessive,"[ 0.00746889  0.01478766  0.06186158 ...  0.02250317 -0.01616989
 -0.0138564 ]",E
9848.0,"If Jessica lands in Chicago, her friend will be waiting for her at the airport.",Jessica has a friend.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.09571749 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9849.0,"It's not the case that if Jessica lands in Chicago, her friend will be waiting for her at the airport.",Jessica has a friend.,E,type5_possessive,"[ 0.00746889 -0.06974457  0.08557867 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9850.0,"Sam believes that if Jessica lands in Chicago, her friend will be waiting for her at the airport.",Jessica has a friend.,E,type5_possessive,"[ 0.00746889 -0.01138695  0.09117182 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9851.0,"Is it true that if Jessica lands in Chicago, her friend will be waiting for her at the airport?",Jessica has a friend.,E,type5_possessive,"[ 0.00746889  0.01478766  0.08816367 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9896.0,"If Hannah's car breaks down, her brother will come to give her a ride to work.",Hannah has a brother.,E,type5_possessive,"[ 0.00746889  0.12863204  0.06080487 ...  0.02869236 -0.03808315
 -0.0138564 ]",E
9897.0,"It's not the case that if Hannah's car breaks down, her brother will come to give her a ride to work.",Hannah has a brother.,E,type5_possessive,"[ 0.00746889  0.12545395  0.05898346 ...  0.02869236 -0.03808315
 -0.0138564 ]",E
9898.0,"Sam believes that if Hannah's car breaks down, her brother will come to give her a ride to work.",Hannah has a brother.,E,type5_possessive,"[ 0.00746889  0.12555435  0.05915219 ...  0.02869236 -0.03808315
 -0.0138564 ]",E
9899.0,"Is it true that if Hannah's car breaks down, her brother will come to give her a ride to work?",Hannah has a brother.,E,type5_possessive,"[ 0.00746889  0.1257753   0.05919948 ...  0.02869236 -0.03808315
 -0.0138564 ]",E
9916.0,"If Ella finishes his meeting early, his colleagues will take him out for dinner.",Ella has colleagues.,E,type5_possessive,"[ 0.00746889  0.03594516  0.04868875 ...  0.02250317 -0.02209947
 -0.0138564 ]",E
9917.0,"It's not the case that if Ella finishes his meeting early, his colleagues will take him out for dinner.",Ella has colleagues.,E,type5_possessive,"[ 0.00746889  0.02685226  0.04309696 ...  0.02250317 -0.02209947
 -0.0138564 ]",E
9918.0,"Sam believes that if Ella finishes his meeting early, his colleagues will take him out for dinner.",Ella has colleagues.,E,type5_possessive,"[ 0.00746889  0.02905465  0.04543751 ...  0.02250317 -0.02209947
 -0.0138564 ]",E
9919.0,"Is it true that if Ella finishes his meeting early, his colleagues will take him out for dinner?",Ella has colleagues.,E,type5_possessive,"[ 0.00746889  0.02842981  0.04427207 ...  0.02250317 -0.02209947
 -0.0138564 ]",E
9932.0,"If Scarlett drives to the concert, her friends will meet her at the venue.",Scarlett has friends.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.11143207 ...  0.0247328   0.01291462
  0.00325693]",E
9933.0,"It's not the case that if Scarlett drives to the concert, her friends will meet her at the venue.",Scarlett has friends.,E,type5_possessive,"[ 0.00746889 -0.06974457  0.10489627 ...  0.0247328   0.01291462
  0.00325693]",E
9934.0,"Sam believes that if Scarlett drives to the concert, her friends will meet her at the venue.",Scarlett has friends.,E,type5_possessive,"[ 0.00746889 -0.01138695  0.1093199  ...  0.0247328   0.01291462
  0.00325693]",E
9935.0,"Is it true that if Scarlett drives to the concert, her friends will meet her at the venue?",Scarlett has friends.,E,type5_possessive,[0.00746889 0.01478766 0.10686748 ... 0.0247328  0.01291462 0.00325693],E
9948.0,"If Benjamin arrives early, his friend will take him to the concert.",Benjamin has a friend.,E,type5_possessive,"[ 0.00746889  0.03419368  0.10870068 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9949.0,"It's not the case that if Benjamin arrives early, his friend will take him to the concert.",Benjamin has a friend.,E,type5_possessive,"[ 0.00746889  0.0274918   0.10716312 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9950.0,"Sam believes that if Benjamin arrives early, his friend will take him to the concert.",Benjamin has a friend.,E,type5_possessive,"[ 0.00746889  0.02822971  0.1072716  ...  0.04070196  0.01024261
 -0.0138564 ]",E
9951.0,"Is it true that if Benjamin arrives early, his friend will take him to the concert?",Benjamin has a friend.,E,type5_possessive,"[ 0.00746889  0.02845203  0.10732977 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9996.0,"If Amelia attends the conference, her colleague will give her a ride to the venue.",Amelia has a colleague.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.08841948 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
9997.0,"It's not the case that if Amelia attends the conference, her colleague will give her a ride to the venue.",Amelia has a colleague.,E,type5_possessive,"[ 0.00746889 -0.06974457  0.08168052 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
9998.0,"Sam believes that if Amelia attends the conference, her colleague will give her a ride to the venue.",Amelia has a colleague.,E,type5_possessive,"[ 0.00746889 -0.01138695  0.08354562 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
9999.0,"Is it true that if Amelia attends the conference, her colleague will give her a ride to the venue?",Amelia has a colleague.,E,type5_possessive,"[ 0.00746889  0.01478766  0.08279734 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10008.0,"If William arrives early, his colleague will meet him at the train station.",William has a colleague.,E,type5_possessive,"[ 0.00746889  0.068003    0.06956349 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10009.0,"It's not the case that if William arrives early, his colleague will meet him at the train station.",William has a colleague.,E,type5_possessive,"[ 0.00746889  0.03598182  0.06751441 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10010.0,"Sam believes that if William arrives early, his colleague will meet him at the train station.",William has a colleague.,E,type5_possessive,"[ 0.00746889  0.04731543  0.06763765 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10011.0,"Is it true that if William arrives early, his colleague will meet him at the train station?",William has a colleague.,E,type5_possessive,"[ 0.00746889  0.03947144  0.06772394 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10012.0,"If Richard arrives early, his friend will greet him at the train station.",Richard has a friend.,E,type5_possessive,"[ 0.00746889  0.08348455  0.1025909  ...  0.04070196  0.01024261
 -0.0138564 ]",E
10013.0,"It's not the case that if Richard arrives early, his friend will greet him at the train station.",Richard has a friend.,E,type5_possessive,"[ 0.00746889  0.05158106  0.09855915 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10014.0,"Sam believes that if Richard arrives early, his friend will greet him at the train station.",Richard has a friend.,E,type5_possessive,"[ 0.00746889  0.06383114  0.0998381  ...  0.04070196  0.01024261
 -0.0138564 ]",E
10015.0,"Is it true that if Richard arrives early, his friend will greet him at the train station?",Richard has a friend.,E,type5_possessive,"[ 0.00746889  0.05548142  0.09930094 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10020.0,"If Lucas arrives on time, his friend will meet him at the train station.",Lucas has a friend.,E,type5_possessive,"[ 0.00746889  0.03056378  0.06994501 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10021.0,"It's not the case that if Lucas arrives on time, his friend will meet him at the train station.",Lucas has a friend.,E,type5_possessive,"[ 0.00746889  0.0248892   0.06687531 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10022.0,"Sam believes that if Lucas arrives on time, his friend will meet him at the train station.",Lucas has a friend.,E,type5_possessive,"[ 0.00746889  0.02546793  0.06877609 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10023.0,"Is it true that if Lucas arrives on time, his friend will meet him at the train station?",Lucas has a friend.,E,type5_possessive,"[ 0.00746889  0.02571259  0.06707076 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10024.0,"If Patricia finishes his work on time, his colleague will treat him to lunch.",Patricia has a colleague.,E,type5_possessive,"[ 0.00746889  0.04065313  0.06668238 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10025.0,"It's not the case that if Patricia finishes his work on time, his colleague will treat him to lunch.",Patricia has a colleague.,E,type5_possessive,"[ 0.00746889  0.03070171  0.06378497 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10026.0,"Sam believes that if Patricia finishes his work on time, his colleague will treat him to lunch.",Patricia has a colleague.,E,type5_possessive,"[ 0.00746889  0.03342124  0.06432685 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10027.0,"Is it true that if Patricia finishes his work on time, his colleague will treat him to lunch?",Patricia has a colleague.,E,type5_possessive,"[ 0.00746889  0.03246289  0.06418623 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10040.0,"If John arrives on time, his friends will be waiting for him at the restaurant.",John has friends.,E,type5_possessive,"[ 0.00746889  0.11015445  0.04017575 ...  0.0247328   0.01291462
 -0.0138564 ]",E
10041.0,"It's not the case that if John arrives on time, his friends will be waiting for him at the restaurant.",John has friends.,E,type5_possessive,"[ 0.00746889  0.07858596  0.0354271  ...  0.0247328   0.01291462
 -0.0138564 ]",E
10042.0,"Sam believes that if John arrives on time, his friends will be waiting for him at the restaurant.",John has friends.,E,type5_possessive,"[ 0.00746889  0.09223785  0.03875221 ...  0.0247328   0.01291462
 -0.0138564 ]",E
10043.0,"Is it true that if John arrives on time, his friends will be waiting for him at the restaurant?",John has friends.,E,type5_possessive,"[ 0.00746889  0.08312371  0.03685113 ...  0.0247328   0.01291462
 -0.0138564 ]",E
10048.0,"If Mary finishes her work early, her colleague will take her out for lunch.",Mary has a colleague.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.0706541  ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10049.0,"It's not the case that if Mary finishes her work early, her colleague will take her out for lunch.",Mary has a colleague.,E,type5_possessive,"[ 0.00746889 -0.06974457  0.06349725 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10050.0,"Sam believes that if Mary finishes her work early, her colleague will take her out for lunch.",Mary has a colleague.,E,type5_possessive,"[ 0.00746889 -0.01138695  0.06602426 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10051.0,"Is it true that if Mary finishes her work early, her colleague will take her out for lunch?",Mary has a colleague.,E,type5_possessive,"[ 0.00746889  0.01478766  0.06484728 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10084.0,"If Thomas travels to Paris, his friend will meet him at the train station.",Thomas has a friend.,E,type5_possessive,"[ 0.00746889  0.05915572  0.0848957  ...  0.04070196  0.01024261
 -0.0138564 ]",E
10085.0,"It's not the case that if Thomas travels to Paris, his friend will meet him at the train station.",Thomas has a friend.,E,type5_possessive,"[ 0.00746889  0.02886206  0.07778357 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10086.0,"Sam believes that if Thomas travels to Paris, his friend will meet him at the train station.",Thomas has a friend.,E,type5_possessive,"[ 0.00746889  0.03920784  0.08110309 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10087.0,"Is it true that if Thomas travels to Paris, his friend will meet him at the train station?",Thomas has a friend.,E,type5_possessive,"[ 0.00746889  0.03195442  0.07938167 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10108.0,"If Betty arrives early, her brother will meet her at the train station.",Betty has a brother.,E,type5_possessive,"[ 0.00746889  0.13120921  0.07312473 ...  0.02869236 -0.03808315
 -0.01196283]",E
10109.0,"It's not the case that if Betty arrives early, her brother will meet her at the train station.",Betty has a brother.,E,type5_possessive,"[ 0.00746889  0.12590112  0.07076896 ...  0.02869236 -0.03808315
 -0.01196283]",E
10110.0,"Sam believes that if Betty arrives early, her brother will meet her at the train station.",Betty has a brother.,E,type5_possessive,"[ 0.00746889  0.12680875  0.07089047 ...  0.02869236 -0.03808315
 -0.01196283]",E
10111.0,"Is it true that if Betty arrives early, her brother will meet her at the train station?",Betty has a brother.,E,type5_possessive,"[ 0.00746889  0.12664467  0.0710061  ...  0.02869236 -0.03808315
 -0.01196283]",E
10140.0,"If Caleb passes his driving test, his parents will buy him a car.",Caleb has parents.,E,type5_possessive,"[ 0.00746889  0.05628933  0.06149867 ...  0.00071831 -0.04434213
 -0.0138564 ]",E
10141.0,"It's not the case that if Caleb passes his driving test, his parents will buy him a car.",Caleb has parents.,E,type5_possessive,"[ 0.00746889  0.05002483  0.05887489 ...  0.00071831 -0.04434213
 -0.0138564 ]",E
10142.0,"Sam believes that if Caleb passes his driving test, his parents will buy him a car.",Caleb has parents.,E,type5_possessive,"[ 0.00746889  0.05005297  0.05960174 ...  0.00071831 -0.04434213
 -0.0138564 ]",E
10143.0,"Is it true that if Caleb passes his driving test, his parents will buy him a car?",Caleb has parents.,E,type5_possessive,"[ 0.00746889  0.05061943  0.0593242  ...  0.00071831 -0.04434213
 -0.0138564 ]",E
10152.0,"If Emily finishes work early, her husband will cook dinner for her.",Emily has a husband.,E,type5_possessive,"[ 0.00746889  0.10743577  0.04933356 ...  0.02788562 -0.03343987
 -0.0138564 ]",E
10153.0,"It's not the case that if Emily finishes work early, her husband will cook dinner for her.",Emily has a husband.,E,type5_possessive,"[ 0.00746889  0.10004156  0.04056705 ...  0.02788562 -0.03343987
 -0.0138564 ]",E
10154.0,"Sam believes that if Emily finishes work early, her husband will cook dinner for her.",Emily has a husband.,E,type5_possessive,"[ 0.00746889  0.09985928  0.04916063 ...  0.02788562 -0.03343987
 -0.0138564 ]",E
10155.0,"Is it true that if Emily finishes work early, her husband will cook dinner for her?",Emily has a husband.,E,type5_possessive,"[ 0.00746889  0.10072633  0.04255912 ...  0.02788562 -0.03343987
 -0.0138564 ]",E
10180.0,"If Emily's car breaks down, her friend will drive her to work.",Emily has a friend.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.08706983 ...  0.04070196  0.01024261
 -0.01341768]",E
10181.0,"It's not the case that if Emily's car breaks down, her friend will drive her to work.",Emily has a friend.,E,type5_possessive,"[ 0.00746889 -0.06974457  0.08234552 ...  0.04070196  0.01024261
 -0.01341768]",E
10182.0,"Sam believes that if Emily's car breaks down, her friend will drive her to work.",Emily has a friend.,E,type5_possessive,"[ 0.00746889 -0.01138695  0.08415889 ...  0.04070196  0.01024261
 -0.01341768]",E
10183.0,"Is it true that if Emily's car breaks down, her friend will drive her to work?",Emily has a friend.,E,type5_possessive,"[ 0.00746889  0.01478766  0.08333466 ...  0.04070196  0.01024261
 -0.01341768]",E
10184.0,"If Lily finishes work early, his friend will take him out for dinner.",Lily has a friend.,E,type5_possessive,[0.00746889 0.0296438  0.08418412 ... 0.04070196 0.01024261 0.02042415],E
10185.0,"It's not the case that if Lily finishes work early, his friend will take him out for dinner.",Lily has a friend.,E,type5_possessive,[0.00746889 0.02489105 0.07704255 ... 0.04070196 0.01024261 0.02042415],E
10186.0,"Sam believes that if Lily finishes work early, his friend will take him out for dinner.",Lily has a friend.,E,type5_possessive,[0.00746889 0.02477822 0.08067751 ... 0.04070196 0.01024261 0.02042415],E
10187.0,"Is it true that if Lily finishes work early, his friend will take him out for dinner?",Lily has a friend.,E,type5_possessive,[0.00746889 0.02539933 0.07874554 ... 0.04070196 0.01024261 0.02042415],E
10204.0,"If Isaac's flight lands on time, his best friend will be waiting for him at the airport.",Isaac has a best friend.,E,type5_possessive,"[ 0.00746889  0.02741972  0.13696167 ...  0.03999854  0.01024261
 -0.0138564 ]",E
10205.0,"It's not the case that if Isaac's flight lands on time, his best friend will be waiting for him at the airport.",Isaac has a best friend.,E,type5_possessive,"[ 0.00746889  0.02385525  0.13254738 ...  0.03999854  0.01024261
 -0.0138564 ]",E
10206.0,"Sam believes that if Isaac's flight lands on time, his best friend will be waiting for him at the airport.",Isaac has a best friend.,E,type5_possessive,"[ 0.00746889  0.02369791  0.13363828 ...  0.03999854  0.01024261
 -0.0138564 ]",E
10207.0,"Is it true that if Isaac's flight lands on time, his best friend will be waiting for him at the airport?",Isaac has a best friend.,E,type5_possessive,"[ 0.00746889  0.0241558   0.13325274 ...  0.03999854  0.01024261
 -0.0138564 ]",E
10228.0,"If Nancy finishes her exam early, her friend will take her out for lunch.",Nancy has a friend.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.1023083  ...  0.04070196  0.01024261
 -0.0138564 ]",E
10229.0,"It's not the case that if Nancy finishes her exam early, her friend will take her out for lunch.",Nancy has a friend.,E,type5_possessive,"[ 0.00746889 -0.06974457  0.09425396 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10230.0,"Sam believes that if Nancy finishes her exam early, her friend will take her out for lunch.",Nancy has a friend.,E,type5_possessive,"[ 0.00746889 -0.01138695  0.09686602 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10231.0,"Is it true that if Nancy finishes her exam early, her friend will take her out for lunch?",Nancy has a friend.,E,type5_possessive,"[ 0.00746889  0.01478766  0.0957069  ...  0.04070196  0.01024261
 -0.0138564 ]",E
10252.0,"If Mary finishes his presentation early, his colleague will take him out for lunch.",Mary has a colleague.,E,type5_possessive,"[ 0.00746889  0.0376775   0.06921716 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10253.0,"It's not the case that if Mary finishes his presentation early, his colleague will take him out for lunch.",Mary has a colleague.,E,type5_possessive,"[ 0.00746889  0.02773388  0.05861152 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10254.0,"Sam believes that if Mary finishes his presentation early, his colleague will take him out for lunch.",Mary has a colleague.,E,type5_possessive,"[ 0.00746889  0.03021196  0.06836096 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10255.0,"Is it true that if Mary finishes his presentation early, his colleague will take him out for lunch?",Mary has a colleague.,E,type5_possessive,"[ 0.00746889  0.02941822  0.06274346 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10284.0,"If Charlotte attends the concert, her best friend will accompany her to the venue.",Charlotte has a best friend.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.14937136 ...  0.03999854  0.01024261
 -0.0138564 ]",E
10285.0,"It's not the case that if Charlotte attends the concert, her best friend will accompany her to the venue.",Charlotte has a best friend.,E,type5_possessive,"[ 0.00746889 -0.06974457  0.14167142 ...  0.03999854  0.01024261
 -0.0138564 ]",E
10286.0,"Sam believes that if Charlotte attends the concert, her best friend will accompany her to the venue.",Charlotte has a best friend.,E,type5_possessive,"[ 0.00746889 -0.01138695  0.14462818 ...  0.03999854  0.01024261
 -0.0138564 ]",E
10287.0,"Is it true that if Charlotte attends the concert, her best friend will accompany her to the venue?",Charlotte has a best friend.,E,type5_possessive,"[ 0.00746889  0.01478766  0.14323546 ...  0.03999854  0.01024261
 -0.0138564 ]",E
10328.0,"If Grace studies abroad, her parents will visit her during the holidays.",Grace has parents.,E,type5_possessive,"[ 0.00746889  0.02634545  0.02767849 ...  0.00071831 -0.03764464
 -0.0138564 ]",E
