,premise,hypothesis,gold_label,type,infersent_embedding,predicted_label
9650.0,"Sam believes that if Daniel arrives on time, his best friend will be waiting for him at the train station.",Daniel has a best friend.,E,type5_possessive,"[ 0.00746889  0.05050251  0.07462452 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9651.0,"Is it true that if Daniel arrives on time, his best friend will be waiting for him at the train station?",Daniel has a best friend.,E,type5_possessive,"[ 0.00746889  0.0352544   0.0648374  ...  0.04070196  0.01024261
 -0.0138564 ]",N
9684.0,"If Harper arrives early, her friend will meet her at the train station.",Harper has a friend.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.03187081 ...  0.04070196  0.01024261
 -0.0138564 ]",N
9685.0,"It's not the case that if Harper arrives early, her friend will meet her at the train station.",Harper has a friend.,E,type5_possessive,"[ 0.00746889 -0.06567889  0.01410518 ...  0.04070196  0.01024261
 -0.0138564 ]",N
9686.0,"Sam believes that if Harper arrives early, her friend will meet her at the train station.",Harper has a friend.,E,type5_possessive,"[ 0.00746889 -0.06497572  0.06848139 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9687.0,"Is it true that if Harper arrives early, her friend will meet her at the train station?",Harper has a friend.,E,type5_possessive,"[ 0.00746889 -0.05717079  0.05090601 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9728.0,"If Sophia decides to attend the concert, his best friend will drive him there.",Sophia has a best friend.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.05397556 ...  0.04070196  0.01024261
 -0.0138564 ]",N
9729.0,"It's not the case that if Sophia decides to attend the concert, his best friend will drive him there.",Sophia has a best friend.,E,type5_possessive,"[ 0.00746889 -0.06207959  0.04501864 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9730.0,"Sam believes that if Sophia decides to attend the concert, his best friend will drive him there.",Sophia has a best friend.,E,type5_possessive,"[ 0.00746889 -0.06036001  0.07420973 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9731.0,"Is it true that if Sophia decides to attend the concert, his best friend will drive him there?",Sophia has a best friend.,E,type5_possessive,"[ 0.00746889 -0.05717079  0.06461144 ...  0.04070196  0.01024261
 -0.0138564 ]",N
9736.0,"If Olivia travels to Paris, his brother will meet him at the train station.",Olivia has a brother.,E,type5_possessive,"[ 0.00746889  0.12068383  0.00540824 ...  0.02869236 -0.03808315
 -0.0138564 ]",N
9737.0,"It's not the case that if Olivia travels to Paris, his brother will meet him at the train station.",Olivia has a brother.,E,type5_possessive,"[ 0.00746889  0.11442811  0.00173803 ...  0.02869236 -0.03808315
 -0.0138564 ]",N
9738.0,"Sam believes that if Olivia travels to Paris, his brother will meet him at the train station.",Olivia has a brother.,E,type5_possessive,"[ 0.00746889  0.12755972  0.01126937 ...  0.02869236 -0.03808315
 -0.0138564 ]",N
9739.0,"Is it true that if Olivia travels to Paris, his brother will meet him at the train station?",Olivia has a brother.,E,type5_possessive,"[ 0.00746889  0.120588    0.00691921 ...  0.02869236 -0.03808315
 -0.0138564 ]",N
9764.0,"If Sandra finishes her work early, her colleague will take her out for lunch.",Sandra has a colleague.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.05201247 ...  0.03946821 -0.01182941
 -0.0138564 ]",N
9765.0,"It's not the case that if Sandra finishes her work early, her colleague will take her out for lunch.",Sandra has a colleague.,E,type5_possessive,"[ 0.00746889 -0.06126377  0.04001162 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
9766.0,"Sam believes that if Sandra finishes her work early, her colleague will take her out for lunch.",Sandra has a colleague.,E,type5_possessive,"[ 0.00746889 -0.05945078  0.07557071 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
9767.0,"Is it true that if Sandra finishes her work early, her colleague will take her out for lunch?",Sandra has a colleague.,E,type5_possessive,"[ 0.00746889 -0.05717079  0.06255977 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
9776.0,"If Ella finishes her exams early, her friends will take her out for a celebratory dinner.",Ella has friends.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.03113864 ...  0.0247328   0.01291462
 -0.0138564 ]",N
9777.0,"It's not the case that if Ella finishes her exams early, her friends will take her out for a celebratory dinner.",Ella has friends.,E,type5_possessive,"[ 0.00746889 -0.07111349  0.01699881 ...  0.0247328   0.01291462
 -0.0138564 ]",N
9778.0,"Sam believes that if Ella finishes her exams early, her friends will take her out for a celebratory dinner.",Ella has friends.,E,type5_possessive,"[ 0.00746889 -0.08167914  0.06029282 ...  0.0247328   0.01291462
 -0.0138564 ]",E
9779.0,"Is it true that if Ella finishes her exams early, her friends will take her out for a celebratory dinner?",Ella has friends.,E,type5_possessive,"[ 0.00746889 -0.05717079  0.04679817 ...  0.0247328   0.01291462
 -0.0138564 ]",N
9832.0,"If Karen needs a ride home, her friend will give her a lift after work.",Karen has a friend.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.09063353 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9833.0,"It's not the case that if Karen needs a ride home, her friend will give her a lift after work.",Karen has a friend.,E,type5_possessive,"[ 0.00746889 -0.07111349  0.08575381 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9834.0,"Sam believes that if Karen needs a ride home, her friend will give her a lift after work.",Karen has a friend.,E,type5_possessive,"[ 0.00746889 -0.07628077  0.09828825 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9835.0,"Is it true that if Karen needs a ride home, her friend will give her a lift after work?",Karen has a friend.,E,type5_possessive,"[ 0.00746889 -0.05717079  0.09211879 ...  0.04070196  0.01024261
 -0.0138564 ]",N
9844.0,"If Lisa confirms her attendance, her colleagues will organize a surprise farewell party for her.",Lisa has colleagues.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.02588599 ...  0.02250317 -0.01616989
 -0.0138564 ]",N
9845.0,"It's not the case that if Lisa confirms her attendance, her colleagues will organize a surprise farewell party for her.",Lisa has colleagues.,E,type5_possessive,"[ 0.00746889 -0.07111349  0.01256734 ...  0.02250317 -0.01616989
 -0.0138564 ]",N
9846.0,"Sam believes that if Lisa confirms her attendance, her colleagues will organize a surprise farewell party for her.",Lisa has colleagues.,E,type5_possessive,"[ 0.00746889 -0.08167914  0.05406486 ...  0.02250317 -0.01616989
 -0.0138564 ]",N
9847.0,"Is it true that if Lisa confirms her attendance, her colleagues will organize a surprise farewell party for her?",Lisa has colleagues.,E,type5_possessive,"[ 0.00746889 -0.05717079  0.04034501 ...  0.02250317 -0.01616989
 -0.0138564 ]",N
9848.0,"If Jessica lands in Chicago, her friend will be waiting for her at the airport.",Jessica has a friend.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.0772532  ...  0.04070196  0.01024261
 -0.0138564 ]",N
9849.0,"It's not the case that if Jessica lands in Chicago, her friend will be waiting for her at the airport.",Jessica has a friend.,E,type5_possessive,"[ 0.00746889 -0.06785779  0.06499541 ...  0.04070196  0.01024261
 -0.0138564 ]",N
9850.0,"Sam believes that if Jessica lands in Chicago, her friend will be waiting for her at the airport.",Jessica has a friend.,E,type5_possessive,"[ 0.00746889 -0.06968696  0.09966813 ...  0.04070196  0.01024261
 -0.0138564 ]",N
9851.0,"Is it true that if Jessica lands in Chicago, her friend will be waiting for her at the airport?",Jessica has a friend.,E,type5_possessive,"[ 0.00746889 -0.05717079  0.08700719 ...  0.04070196  0.01024261
 -0.0138564 ]",N
9896.0,"If Hannah's car breaks down, her brother will come to give her a ride to work.",Hannah has a brother.,E,type5_possessive,"[ 0.00746889  0.12383688  0.02917521 ...  0.02869236 -0.03808315
 -0.0138564 ]",N
9897.0,"It's not the case that if Hannah's car breaks down, her brother will come to give her a ride to work.",Hannah has a brother.,E,type5_possessive,"[ 0.00746889  0.12039011  0.02770656 ...  0.02869236 -0.03808315
 -0.0138564 ]",N
9898.0,"Sam believes that if Hannah's car breaks down, her brother will come to give her a ride to work.",Hannah has a brother.,E,type5_possessive,"[ 0.00746889  0.12748913  0.03029579 ...  0.02869236 -0.03808315
 -0.0138564 ]",N
9899.0,"Is it true that if Hannah's car breaks down, her brother will come to give her a ride to work?",Hannah has a brother.,E,type5_possessive,"[ 0.00746889  0.12354585  0.02887464 ...  0.02869236 -0.03808315
 -0.0138564 ]",N
9916.0,"If Ella finishes his meeting early, his colleagues will take him out for dinner.",Ella has colleagues.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.03483593 ...  0.02250317 -0.02209947
 -0.0138564 ]",N
9917.0,"It's not the case that if Ella finishes his meeting early, his colleagues will take him out for dinner.",Ella has colleagues.,E,type5_possessive,"[ 0.00746889 -0.07111349  0.02449922 ...  0.02250317 -0.02209947
 -0.0138564 ]",N
9918.0,"Sam believes that if Ella finishes his meeting early, his colleagues will take him out for dinner.",Ella has colleagues.,E,type5_possessive,"[ 0.00746889 -0.08167914  0.0595715  ...  0.02250317 -0.02209947
 -0.0138564 ]",N
9919.0,"Is it true that if Ella finishes his meeting early, his colleagues will take him out for dinner?",Ella has colleagues.,E,type5_possessive,"[ 0.00746889 -0.05717079  0.04490364 ...  0.02250317 -0.02209947
 -0.0138564 ]",N
9932.0,"If Scarlett drives to the concert, her friends will meet her at the venue.",Scarlett has friends.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.01937082 ...  0.0247328   0.01291462
 -0.0138564 ]",N
9933.0,"It's not the case that if Scarlett drives to the concert, her friends will meet her at the venue.",Scarlett has friends.,E,type5_possessive,"[ 0.00746889 -0.07111349  0.01113345 ...  0.0247328   0.01291462
 -0.0138564 ]",E
9934.0,"Sam believes that if Scarlett drives to the concert, her friends will meet her at the venue.",Scarlett has friends.,E,type5_possessive,"[ 0.00746889 -0.08167914  0.04045158 ...  0.0247328   0.01291462
 -0.0138564 ]",N
9935.0,"Is it true that if Scarlett drives to the concert, her friends will meet her at the venue?",Scarlett has friends.,E,type5_possessive,"[ 0.00746889 -0.05717079  0.03125001 ...  0.0247328   0.01291462
 -0.0138564 ]",N
9948.0,"If Benjamin arrives early, his friend will take him to the concert.",Benjamin has a friend.,E,type5_possessive,"[ 0.00746889  0.03245051  0.04608979 ...  0.04070196  0.01024261
 -0.0138564 ]",E
9949.0,"It's not the case that if Benjamin arrives early, his friend will take him to the concert.",Benjamin has a friend.,E,type5_possessive,"[ 0.00746889  0.01514983  0.03393481 ...  0.04070196  0.01024261
 -0.0138564 ]",N
9950.0,"Sam believes that if Benjamin arrives early, his friend will take him to the concert.",Benjamin has a friend.,E,type5_possessive,"[ 0.00746889  0.03117548  0.07245923 ...  0.04070196  0.01024261
 -0.0138564 ]",N
9951.0,"Is it true that if Benjamin arrives early, his friend will take him to the concert?",Benjamin has a friend.,E,type5_possessive,"[ 0.00746889  0.01723722  0.06066596 ...  0.04070196  0.01024261
 -0.0138564 ]",N
9996.0,"If Amelia attends the conference, her colleague will give her a ride to the venue.",Amelia has a colleague.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.04521085 ...  0.03946821 -0.01182941
 -0.0138564 ]",N
9997.0,"It's not the case that if Amelia attends the conference, her colleague will give her a ride to the venue.",Amelia has a colleague.,E,type5_possessive,"[ 0.00746889 -0.06876722  0.03484475 ...  0.03946821 -0.01182941
 -0.0138564 ]",N
9998.0,"Sam believes that if Amelia attends the conference, her colleague will give her a ride to the venue.",Amelia has a colleague.,E,type5_possessive,"[ 0.00746889 -0.06971978  0.06535154 ...  0.03946821 -0.01182941
 -0.0138564 ]",N
9999.0,"Is it true that if Amelia attends the conference, her colleague will give her a ride to the venue?",Amelia has a colleague.,E,type5_possessive,"[ 0.00746889 -0.05717079  0.05474069 ...  0.03946821 -0.01182941
 -0.0138564 ]",N
10008.0,"If William arrives early, his colleague will meet him at the train station.",William has a colleague.,E,type5_possessive,"[ 0.00746889  0.06800301  0.0348954  ...  0.03946821 -0.01182941
 -0.0138564 ]",N
10009.0,"It's not the case that if William arrives early, his colleague will meet him at the train station.",William has a colleague.,E,type5_possessive,"[ 0.00746889  0.04736832  0.02234    ...  0.03946821 -0.01182941
 -0.0138564 ]",N
10010.0,"Sam believes that if William arrives early, his colleague will meet him at the train station.",William has a colleague.,E,type5_possessive,"[ 0.00746889  0.06798378  0.06739562 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10011.0,"Is it true that if William arrives early, his colleague will meet him at the train station?",William has a colleague.,E,type5_possessive,"[ 0.00746889  0.0524647   0.0487015  ...  0.03946821 -0.01182941
 -0.0138564 ]",N
10012.0,"If Richard arrives early, his friend will greet him at the train station.",Richard has a friend.,E,type5_possessive,"[ 0.00746889  0.08348452  0.05983106 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10013.0,"It's not the case that if Richard arrives early, his friend will greet him at the train station.",Richard has a friend.,E,type5_possessive,"[ 0.00746889  0.0618142   0.04496076 ...  0.04070196  0.01024261
 -0.0138564 ]",N
10014.0,"Sam believes that if Richard arrives early, his friend will greet him at the train station.",Richard has a friend.,E,type5_possessive,"[ 0.00746889  0.08313598  0.08846266 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10015.0,"Is it true that if Richard arrives early, his friend will greet him at the train station?",Richard has a friend.,E,type5_possessive,"[ 0.00746889  0.06799733  0.07413962 ...  0.04070196  0.01024261
 -0.0138564 ]",N
10020.0,"If Lucas arrives on time, his friend will meet him at the train station.",Lucas has a friend.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.03947981 ...  0.04070196  0.01024261
 -0.0138564 ]",N
10021.0,"It's not the case that if Lucas arrives on time, his friend will meet him at the train station.",Lucas has a friend.,E,type5_possessive,"[ 0.00746889 -0.06433394  0.02761658 ...  0.04070196  0.01024261
 -0.0138564 ]",N
10022.0,"Sam believes that if Lucas arrives on time, his friend will meet him at the train station.",Lucas has a friend.,E,type5_possessive,"[ 0.00746889 -0.06394424  0.06431905 ...  0.04070196  0.01024261
 -0.0138564 ]",N
10023.0,"Is it true that if Lucas arrives on time, his friend will meet him at the train station?",Lucas has a friend.,E,type5_possessive,"[ 0.00746889 -0.05717079  0.05325443 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10024.0,"If Patricia finishes his work on time, his colleague will treat him to lunch.",Patricia has a colleague.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.04208613 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10025.0,"It's not the case that if Patricia finishes his work on time, his colleague will treat him to lunch.",Patricia has a colleague.,E,type5_possessive,"[ 0.00746889 -0.06550395  0.03357976 ...  0.03946821 -0.01182941
 -0.0138564 ]",N
10026.0,"Sam believes that if Patricia finishes his work on time, his colleague will treat him to lunch.",Patricia has a colleague.,E,type5_possessive,"[ 0.00746889 -0.06527256  0.07337194 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10027.0,"Is it true that if Patricia finishes his work on time, his colleague will treat him to lunch?",Patricia has a colleague.,E,type5_possessive,"[ 0.00746889 -0.05717079  0.05309267 ...  0.03946821 -0.01182941
 -0.0138564 ]",N
10040.0,"If John arrives on time, his friends will be waiting for him at the restaurant.",John has friends.,E,type5_possessive,"[ 0.00746889  0.11015445  0.01681861 ...  0.0247328   0.01291462
 -0.0138564 ]",N
10041.0,"It's not the case that if John arrives on time, his friends will be waiting for him at the restaurant.",John has friends.,E,type5_possessive,"[ 0.00746889  0.08679111  0.00849338 ...  0.0247328   0.01291462
 -0.0138564 ]",N
10042.0,"Sam believes that if John arrives on time, his friends will be waiting for him at the restaurant.",John has friends.,E,type5_possessive,"[ 0.00746889  0.10925609  0.03672916 ...  0.0247328   0.01291462
 -0.0138564 ]",N
10043.0,"Is it true that if John arrives on time, his friends will be waiting for him at the restaurant?",John has friends.,E,type5_possessive,"[ 0.00746889  0.09472322  0.02808016 ...  0.0247328   0.01291462
 -0.0138564 ]",N
10048.0,"If Mary finishes her work early, her colleague will take her out for lunch.",Mary has a colleague.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.05127037 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10049.0,"It's not the case that if Mary finishes her work early, her colleague will take her out for lunch.",Mary has a colleague.,E,type5_possessive,"[ 0.00746889 -0.06511493  0.03949434 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10050.0,"Sam believes that if Mary finishes her work early, her colleague will take her out for lunch.",Mary has a colleague.,E,type5_possessive,"[ 0.00746889 -0.06448822  0.07416379 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10051.0,"Is it true that if Mary finishes her work early, her colleague will take her out for lunch?",Mary has a colleague.,E,type5_possessive,"[ 0.00746889 -0.05717079  0.0617609  ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10084.0,"If Thomas travels to Paris, his friend will meet him at the train station.",Thomas has a friend.,E,type5_possessive,"[ 0.00746889  0.05915572  0.05229357 ...  0.04070196  0.01024261
 -0.0138564 ]",N
10085.0,"It's not the case that if Thomas travels to Paris, his friend will meet him at the train station.",Thomas has a friend.,E,type5_possessive,"[ 0.00746889  0.0390537   0.04301599 ...  0.04070196  0.01024261
 -0.0138564 ]",N
10086.0,"Sam believes that if Thomas travels to Paris, his friend will meet him at the train station.",Thomas has a friend.,E,type5_possessive,"[ 0.00746889  0.05808092  0.07232527 ...  0.04070196  0.01024261
 -0.0138564 ]",N
10087.0,"Is it true that if Thomas travels to Paris, his friend will meet him at the train station?",Thomas has a friend.,E,type5_possessive,"[ 0.00746889  0.04329156  0.06268699 ...  0.04070196  0.01024261
 -0.0138564 ]",N
10108.0,"If Betty arrives early, her brother will meet her at the train station.",Betty has a brother.,E,type5_possessive,"[ 0.00746889  0.12164658  0.00486914 ...  0.02869236 -0.03808315
 -0.0138564 ]",N
10109.0,"It's not the case that if Betty arrives early, her brother will meet her at the train station.",Betty has a brother.,E,type5_possessive,"[ 0.00746889  0.11233076  0.00019921 ...  0.02869236 -0.03808315
 -0.0138564 ]",E
10110.0,"Sam believes that if Betty arrives early, her brother will meet her at the train station.",Betty has a brother.,E,type5_possessive,"[ 0.00746889  0.12927301  0.01230975 ...  0.02869236 -0.03808315
 -0.0138564 ]",N
10111.0,"Is it true that if Betty arrives early, her brother will meet her at the train station?",Betty has a brother.,E,type5_possessive,"[ 0.00746889  0.12043753  0.00724381 ...  0.02869236 -0.03808315
 -0.0138564 ]",E
10140.0,"If Caleb passes his driving test, his parents will buy him a car.",Caleb has parents.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.03580566 ...  0.01252648 -0.04434213
 -0.0138564 ]",N
10141.0,"It's not the case that if Caleb passes his driving test, his parents will buy him a car.",Caleb has parents.,E,type5_possessive,"[ 0.00746889 -0.06682748  0.02453962 ...  0.01252648 -0.04434213
 -0.0138564 ]",N
10142.0,"Sam believes that if Caleb passes his driving test, his parents will buy him a car.",Caleb has parents.,E,type5_possessive,"[ 0.00746889 -0.06450726  0.06022661 ...  0.01252648 -0.04434213
 -0.0138564 ]",N
10143.0,"Is it true that if Caleb passes his driving test, his parents will buy him a car?",Caleb has parents.,E,type5_possessive,"[ 0.00746889 -0.05717079  0.05027305 ...  0.01252648 -0.04434213
 -0.0138564 ]",N
10152.0,"If Emily finishes work early, her husband will cook dinner for her.",Emily has a husband.,E,type5_possessive,"[ 0.00746889  0.11721464  0.0223183  ...  0.02788562 -0.03343987
 -0.0138564 ]",N
10153.0,"It's not the case that if Emily finishes work early, her husband will cook dinner for her.",Emily has a husband.,E,type5_possessive,"[ 0.00746889  0.10958189  0.01078876 ...  0.02788562 -0.03343987
 -0.0138564 ]",E
10154.0,"Sam believes that if Emily finishes work early, her husband will cook dinner for her.",Emily has a husband.,E,type5_possessive,"[ 0.00746889  0.12453119  0.0583051  ...  0.02788562 -0.03343987
 -0.0138564 ]",N
10155.0,"Is it true that if Emily finishes work early, her husband will cook dinner for her?",Emily has a husband.,E,type5_possessive,"[ 0.00746889  0.11586606  0.0383804  ...  0.02788562 -0.03343987
 -0.0138564 ]",N
10180.0,"If Emily's car breaks down, her friend will drive her to work.",Emily has a friend.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.07377084 ...  0.04070196  0.01024261
 -0.01341768]",N
10181.0,"It's not the case that if Emily's car breaks down, her friend will drive her to work.",Emily has a friend.,E,type5_possessive,"[ 0.00746889 -0.07111349  0.06804335 ...  0.04070196  0.01024261
 -0.01341768]",E
10182.0,"Sam believes that if Emily's car breaks down, her friend will drive her to work.",Emily has a friend.,E,type5_possessive,"[ 0.00746889 -0.07714587  0.08252918 ...  0.04070196  0.01024261
 -0.01341768]",N
10183.0,"Is it true that if Emily's car breaks down, her friend will drive her to work?",Emily has a friend.,E,type5_possessive,"[ 0.00746889 -0.05717079  0.07708422 ...  0.04070196  0.01024261
 -0.01341768]",N
10184.0,"If Lily finishes work early, his friend will take him out for dinner.",Lily has a friend.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.05248722 ...  0.04070196  0.01024261
 -0.0138564 ]",N
10185.0,"It's not the case that if Lily finishes work early, his friend will take him out for dinner.",Lily has a friend.,E,type5_possessive,"[ 0.00746889 -0.05864671  0.03839235 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10186.0,"Sam believes that if Lily finishes work early, his friend will take him out for dinner.",Lily has a friend.,E,type5_possessive,"[ 0.00746889 -0.05634236  0.08248624 ...  0.04070196  0.01024261
 -0.0138564 ]",N
10187.0,"Is it true that if Lily finishes work early, his friend will take him out for dinner?",Lily has a friend.,E,type5_possessive,"[ 0.00746889 -0.05717079  0.06851111 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10204.0,"If Isaac's flight lands on time, his best friend will be waiting for him at the airport.",Isaac has a best friend.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.05212292 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10205.0,"It's not the case that if Isaac's flight lands on time, his best friend will be waiting for him at the airport.",Isaac has a best friend.,E,type5_possessive,"[ 0.00746889 -0.06466094  0.0436307  ...  0.04070196  0.01024261
 -0.0138564 ]",E
10206.0,"Sam believes that if Isaac's flight lands on time, his best friend will be waiting for him at the airport.",Isaac has a best friend.,E,type5_possessive,"[ 0.00746889 -0.06404401  0.0701929  ...  0.04070196  0.01024261
 -0.0138564 ]",E
10207.0,"Is it true that if Isaac's flight lands on time, his best friend will be waiting for him at the airport?",Isaac has a best friend.,E,type5_possessive,"[ 0.00746889 -0.05717079  0.06214003 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10228.0,"If Nancy finishes her exam early, her friend will take her out for lunch.",Nancy has a friend.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.07053764 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10229.0,"It's not the case that if Nancy finishes her exam early, her friend will take her out for lunch.",Nancy has a friend.,E,type5_possessive,"[ 0.00746889 -0.07111349  0.05461743 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10230.0,"Sam believes that if Nancy finishes her exam early, her friend will take her out for lunch.",Nancy has a friend.,E,type5_possessive,"[ 0.00746889 -0.07376669  0.09839725 ...  0.04070196  0.01024261
 -0.0138564 ]",N
10231.0,"Is it true that if Nancy finishes her exam early, her friend will take her out for lunch?",Nancy has a friend.,E,type5_possessive,"[ 0.00746889 -0.05717079  0.08359073 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10252.0,"If Mary finishes his presentation early, his colleague will take him out for lunch.",Mary has a colleague.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.0422645  ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10253.0,"It's not the case that if Mary finishes his presentation early, his colleague will take him out for lunch.",Mary has a colleague.,E,type5_possessive,"[ 0.00746889 -0.07111349  0.02839299 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10254.0,"Sam believes that if Mary finishes his presentation early, his colleague will take him out for lunch.",Mary has a colleague.,E,type5_possessive,"[ 0.00746889 -0.07496585  0.06877406 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10255.0,"Is it true that if Mary finishes his presentation early, his colleague will take him out for lunch?",Mary has a colleague.,E,type5_possessive,"[ 0.00746889 -0.05717079  0.05545712 ...  0.03946821 -0.01182941
 -0.0138564 ]",E
10284.0,"If Charlotte attends the concert, her best friend will accompany her to the venue.",Charlotte has a best friend.,E,type5_possessive,"[ 0.00746889 -0.03935728  0.04889801 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10285.0,"It's not the case that if Charlotte attends the concert, her best friend will accompany her to the venue.",Charlotte has a best friend.,E,type5_possessive,"[ 0.00746889 -0.06303991  0.03617515 ...  0.04070196  0.01024261
 -0.0138564 ]",E
10286.0,"Sam believes that if Charlotte attends the concert, her best friend will accompany her to the venue.",Charlotte has a best friend.,E,type5_possessive,"[ 0.00746889 -0.06168504  0.07511754 ...  0.04070196  0.01024261
 -0.0138564 ]",E
