,premise,hypothesis,gold_label,type,glove_embedding,predicted_label
13883.0,"Is it true that if Linda finishes work early, she'll never operate a machine at work again?",Linda has operated a machine at work before.,E,type5_again,"[ 3.23598951e-01  4.99441735e-02  1.53841628e-02 -1.18347824e-01
  4.13885593e-01  1.09936409e-01 -4.72214788e-01 -3.99133302e-02
 -1.15953952e-01 -2.03600503e-03  1.40513303e-02  6.67808279e-02
 -4.48273748e-01 -3.56663630e-04  3.89661640e-01  1.77893296e-01
  1.22834742e-01  2.41436839e-01 -3.03530067e-01 -5.63785136e-01
  2.41965756e-01  2.08753601e-01  1.20975666e-01 -7.82924984e-03
  2.83443332e-01 -1.58350086e+00 -5.31709194e-01  1.68544203e-02
  4.17977691e-01 -3.12698096e-01  3.24309158e+00 -8.45600292e-02
 -4.27668720e-01 -3.97682518e-01  8.46727490e-02 -2.98788305e-02
  1.67045176e-01  4.36780661e-01  8.31934214e-02 -1.55972138e-01
 -6.81714937e-02 -1.52226493e-01 -8.07192549e-02  2.61729360e-01
 -1.53984338e-01 -5.16127348e-02  2.43567512e-03 -5.19115515e-02
 -1.16689421e-01  1.79884598e-01  3.40538353e-01  6.44711629e-02
  9.22233388e-02 -5.33399992e-02  7.35683143e-02  9.68220010e-02
 -6.97146654e-01 -2.81340003e-01  6.55362708e-03 -1.90300152e-01
  1.22064672e-01 -1.49093345e-01 -3.99410009e-01  7.37066567e-02
 -2.76833232e-02  7.17833126e-03 -1.68460980e-01  6.85278356e-01
 -6.55736625e-01 -3.06930691e-01  5.58456481e-01  2.33136669e-01
 -1.30082712e-01 -2.96078306e-02 -4.73549962e-02 -1.59289992e+00
 -2.32021019e-01  1.95733216e-02  1.38530836e-01 -1.41239911e-01
  3.31255031e+00 -3.35854977e-01 -2.57792503e-01 -2.89158314e-01
  7.16024935e-02  1.24251463e-01  2.86682159e-01  4.08447355e-01
  2.83017844e-01  1.59472495e-01  1.17970824e-01 -3.28780003e-02
 -1.67883024e-01  1.78739503e-01 -6.99246749e-02 -8.02551731e-02
 -1.47294834e-01 -2.71284997e-01 -1.46774516e-01  1.00217663e-01]",E
13904.0,"If Nancy passes her driving test, she'll never patrol a neighborhood again.",Nancy has patrolled a neighborhood before.,E,type5_again,"[ 0.09556673  0.11894143  0.00876856 -0.31771687  0.37739426  0.23696712
 -0.7263743   0.22227813  0.18138145 -0.2667684  -0.28546628 -0.36597428
 -0.41849872  0.00361728  0.03040571 -0.20548573 -0.07898857  0.18436898
 -0.43106857 -0.2870743  -0.09197914  0.55882573 -0.22307286  0.30158085
  0.23936428 -1.7243115  -0.07567     0.3603414   0.77562857 -0.47394854
  2.7603855   0.02031128 -0.26620728 -0.21444     0.46097597  0.21615
  0.09054529 -0.03712985 -0.03155342  0.11031    -0.34959343  0.17114343
  0.05567013 -0.0798197  -0.17569926 -0.3560583   0.04145002 -0.54613733
  0.28270057  0.0550456   0.420955   -0.16460824 -0.1735335  -0.0897925
  0.36088425 -0.2641275  -0.6773     -0.25396153 -0.0087965  -0.5254715
 -0.204139   -0.89506996 -0.23475577  0.07176999 -0.28723     0.12394749
  0.2220135   0.36994252 -0.29272252 -0.143244   -0.1341565   0.374815
 -0.56238246  0.3776225  -0.5623925  -1.3672025   0.09742349  0.7683725
  0.3832125  -0.17695501  2.7759     -0.191035   -0.02858675 -0.3545475
  0.05052475  0.27225    -0.05305175 -0.22756249 -0.18977326  0.2967875
 -0.3168225   0.34779     0.07343777 -0.14585075 -0.04233874 -0.19174525
 -0.46766996 -0.3590105   0.003125   -0.06626751]",E
13905.0,"It's not the case that if Nancy passes her driving test, she'll never patrol a neighborhood again.",Nancy has patrolled a neighborhood before.,E,type5_again,"[ 0.3100206   0.02725501 -0.00853322 -0.13431026  0.45473912  0.29472607
 -0.4931881   0.1629269   0.09422665 -0.1843196  -0.12320083 -0.08323
 -0.48383507 -0.05566741  0.37114337  0.10119605  0.012775   -0.01437309
 -0.30294314 -0.41080832 -0.13633968  0.3376203  -0.014785    0.14325827
  0.16814418 -1.9894981  -0.24774753  0.30786523  0.5492418  -0.41387168
  3.1062     -0.07829092 -0.40440178 -0.3974783   0.277982   -0.0192571
  0.1812331  -0.04054325  0.01990817 -0.02445617 -0.34052202  0.1962445
  0.04070092  0.14929207 -0.14234716 -0.20784307 -0.10003865 -0.21535842
  0.15205659  0.06050703  0.420955   -0.16460824 -0.1735335  -0.0897925
  0.36088425 -0.2641275  -0.6773     -0.25396153 -0.0087965  -0.5254715
 -0.204139   -0.89506996 -0.23475577  0.07176999 -0.28723     0.12394749
  0.2220135   0.36994252 -0.29272252 -0.143244   -0.1341565   0.374815
 -0.56238246  0.3776225  -0.5623925  -1.3672025   0.09742349  0.7683725
  0.3832125  -0.17695501  2.7759     -0.191035   -0.02858675 -0.3545475
  0.05052475  0.27225    -0.05305175 -0.22756249 -0.18977326  0.2967875
 -0.3168225   0.34779     0.07343777 -0.14585075 -0.04233874 -0.19174525
 -0.46766996 -0.3590105   0.003125   -0.06626751]",E
13906.0,"Sam believes that if Nancy passes her driving test, she'll never patrol a neighborhood again.",Nancy has patrolled a neighborhood before.,E,type5_again,"[ 0.22812271  0.0591463   0.07172639 -0.21523531  0.46798998  0.23551288
 -0.5925467   0.17760518  0.12228002 -0.14629188 -0.137522   -0.11242099
 -0.49343306 -0.08213489  0.28445905  0.07887699  0.094294    0.0681174
 -0.24957597 -0.3624619  -0.2020884   0.4554824  -0.102415    0.17392859
  0.28918296 -1.8810577  -0.13192599  0.30572498  0.6293932  -0.40183967
  2.87239     0.02350701 -0.3437761  -0.31712002  0.2584812   0.00801199
  0.09766571 -0.0090849   0.0040431  -0.0298201  -0.3108959   0.19896309
  0.02453889  0.03811098 -0.10066249 -0.25007188 -0.09716099 -0.24156213
  0.16831431  0.16040345  0.420955   -0.16460824 -0.1735335  -0.0897925
  0.36088425 -0.2641275  -0.6773     -0.25396153 -0.0087965  -0.5254715
 -0.204139   -0.89506996 -0.23475577  0.07176999 -0.28723     0.12394749
  0.2220135   0.36994252 -0.29272252 -0.143244   -0.1341565   0.374815
 -0.56238246  0.3776225  -0.5623925  -1.3672025   0.09742349  0.7683725
  0.3832125  -0.17695501  2.7759     -0.191035   -0.02858675 -0.3545475
  0.05052475  0.27225    -0.05305175 -0.22756249 -0.18977326  0.2967875
 -0.3168225   0.34779     0.07343777 -0.14585075 -0.04233874 -0.19174525
 -0.46766996 -0.3590105   0.003125   -0.06626751]",E
13907.0,"Is it true that if Nancy passes her driving test, she'll never patrol a neighborhood again?",Nancy has patrolled a neighborhood before.,E,type5_again,"[ 0.27111974  0.09175182  0.02569907 -0.19786745  0.53237724  0.27994362
 -0.553647    0.1053988   0.07429864 -0.10055263 -0.14137818 -0.07386909
 -0.4214946  -0.06864445  0.28870818  0.09993272  0.07742544  0.09109018
 -0.33722275 -0.39593455 -0.18808399  0.39023036 -0.03265818  0.19420981
  0.3298336  -1.8586526  -0.31393912  0.34628844  0.7173984  -0.42532882
  3.0270638  -0.00415009 -0.33621284 -0.32066363  0.22870111 -0.02226365
  0.07953247 -0.0242981  -0.01604845 -0.07706098 -0.26062408  0.12293582
 -0.01746692  0.09254836 -0.19037054 -0.17571208 -0.06208036 -0.27944088
  0.15962528  0.1216922   0.420955   -0.16460824 -0.1735335  -0.0897925
  0.36088425 -0.2641275  -0.6773     -0.25396153 -0.0087965  -0.5254715
 -0.204139   -0.89506996 -0.23475577  0.07176999 -0.28723     0.12394749
  0.2220135   0.36994252 -0.29272252 -0.143244   -0.1341565   0.374815
 -0.56238246  0.3776225  -0.5623925  -1.3672025   0.09742349  0.7683725
  0.3832125  -0.17695501  2.7759     -0.191035   -0.02858675 -0.3545475
  0.05052475  0.27225    -0.05305175 -0.22756249 -0.18977326  0.2967875
 -0.3168225   0.34779     0.07343777 -0.14585075 -0.04233874 -0.19174525
 -0.46766996 -0.3590105   0.003125   -0.06626751]",E
13928.0,"If Emily finishes her work early, she'll never portray a violent character in her novels again.",Emily has portrayed a violent character in her novels before.,E,type5_again,"[ 1.84936091e-01  2.66307265e-01 -4.63432759e-01 -3.10216397e-01
  4.53993291e-01  6.99356973e-01 -3.79542321e-01  1.59087293e-02
 -2.26264372e-01  1.81768447e-01 -2.86224902e-01  1.43790916e-01
 -5.08444965e-01  6.76148012e-02  5.86943626e-01 -3.49013835e-01
 -1.12566993e-01 -4.76160906e-02 -1.51430190e-01 -1.81768522e-01
  1.11743547e-01  5.79649985e-01  2.25544199e-01  1.62890181e-01
  3.90871823e-01 -1.53089261e+00 -7.38095462e-01 -7.82649145e-02
  2.18510807e-01 -2.59318560e-01  2.66544533e+00 -1.37024581e-01
 -1.28645808e-01 -6.18133545e-01  1.46720454e-01  3.21260482e-01
 -1.84726909e-01  2.96213448e-01 -3.66981804e-01 -5.68673611e-01
 -2.09224373e-01  1.52820244e-01 -1.79475650e-01 -1.65263802e-01
 -2.78889053e-02 -2.25930735e-01  1.73895538e-01 -5.58309317e-01
  2.25082040e-03  2.58909091e-02  2.83206999e-01  2.49608994e-01
 -4.62601215e-01 -2.01366246e-01  4.24792379e-01  8.39084983e-01
 -3.19892883e-01 -3.22737992e-01 -2.44850487e-01  2.37712130e-01
 -2.66816735e-01  1.77435011e-01 -5.00406265e-01  1.74872391e-02
  6.07446253e-01 -3.67190510e-01 -1.10309377e-01  8.20012540e-02
 -3.61311376e-01  1.02827504e-01 -5.45301139e-02  5.31168759e-01
  2.09476992e-01  2.64037251e-01  2.25503743e-01 -1.62054121e+00
 -6.07405722e-01  4.25461084e-02  8.91637430e-02  5.21629117e-04
  2.75830483e+00 -3.74022484e-01  9.81319994e-02 -6.74266219e-01
  4.08129990e-02  2.79291868e-01 -2.46087879e-01 -7.86149949e-02
 -4.54846621e-01 -5.01784980e-01 -1.80596754e-01  4.83036578e-01
 -2.63615727e-01 -2.12792128e-01 -1.06856227e-02 -1.56753868e-01
 -3.23874876e-02 -5.38315237e-01  3.11515033e-02  4.44849953e-02]",E
13929.0,"It's not the case that if Emily finishes her work early, she'll never portray a violent character in her novels again.",Emily has portrayed a violent character in her novels before.,E,type5_again,"[ 3.17848563e-01  1.51490629e-01 -3.28846157e-01 -1.75005317e-01
  4.88064736e-01  5.98179340e-01 -3.13037664e-01  3.58857661e-02
 -1.64241150e-01  1.03437312e-01 -1.64288744e-01  1.96547508e-01
 -5.29339015e-01  3.15206312e-03  6.68578744e-01 -7.41499439e-02
 -3.32510620e-02 -1.24177337e-01 -1.42723128e-01 -3.07477176e-01
  1.48098171e-02  4.07238334e-01  2.41567254e-01  8.74890760e-02
  2.90110648e-01 -1.79022634e+00 -6.60145640e-01  1.94424242e-02
  2.22820014e-01 -2.81332761e-01  2.95447516e+00 -1.61808789e-01
 -2.75279641e-01 -6.29258037e-01  1.07679814e-01  1.11858130e-01
 -3.06884870e-02  1.89483613e-01 -2.23564237e-01 -4.57565874e-01
 -2.46286109e-01  1.77372038e-01 -1.17219500e-01  3.32713127e-02
 -4.90655638e-02 -1.55434161e-01  2.63898224e-02 -3.06421369e-01
 -8.09162389e-03  3.90978195e-02  2.83206999e-01  2.49608994e-01
 -4.62601215e-01 -2.01366246e-01  4.24792379e-01  8.39084983e-01
 -3.19892883e-01 -3.22737992e-01 -2.44850487e-01  2.37712130e-01
 -2.66816735e-01  1.77435011e-01 -5.00406265e-01  1.74872391e-02
  6.07446253e-01 -3.67190510e-01 -1.10309377e-01  8.20012540e-02
 -3.61311376e-01  1.02827504e-01 -5.45301139e-02  5.31168759e-01
  2.09476992e-01  2.64037251e-01  2.25503743e-01 -1.62054121e+00
 -6.07405722e-01  4.25461084e-02  8.91637430e-02  5.21629117e-04
  2.75830483e+00 -3.74022484e-01  9.81319994e-02 -6.74266219e-01
  4.08129990e-02  2.79291868e-01 -2.46087879e-01 -7.86149949e-02
 -4.54846621e-01 -5.01784980e-01 -1.80596754e-01  4.83036578e-01
 -2.63615727e-01 -2.12792128e-01 -1.06856227e-02 -1.56753868e-01
 -3.23874876e-02 -5.38315237e-01  3.11515033e-02  4.44849953e-02]",E
13930.0,"Sam believes that if Emily finishes her work early, she'll never portray a violent character in her novels again.",Emily has portrayed a violent character in her novels before.,E,type5_again,"[ 2.60468364e-01  1.92018062e-01 -3.17276895e-01 -2.38622501e-01
  5.02290487e-01  5.99234700e-01 -3.58272344e-01  2.82215141e-02
 -1.81126997e-01  1.71708092e-01 -1.80387855e-01  2.15664998e-01
 -5.42695284e-01 -7.35050580e-03  6.49152160e-01 -1.15141578e-01
  1.84016377e-02 -8.09418634e-02 -8.17151517e-02 -2.58182347e-01
 -1.05607938e-02  5.01370966e-01  2.15596125e-01  1.01429418e-01
  3.93990666e-01 -1.68430150e+00 -6.36330009e-01 -2.32895706e-02
  2.33439371e-01 -2.53804356e-01  2.76579309e+00 -1.01027094e-01
 -2.13529572e-01 -6.04970634e-01  6.94217831e-02  1.50066778e-01
 -1.20654002e-01  2.44814843e-01 -2.69678205e-01 -5.23270071e-01
 -2.11662367e-01  1.76617846e-01 -1.51323840e-01 -6.27181679e-02
 -5.96484961e-03 -1.78110629e-01  4.65065017e-02 -3.38147312e-01
 -1.93572845e-02  1.07393943e-01  2.83206999e-01  2.49608994e-01
 -4.62601215e-01 -2.01366246e-01  4.24792379e-01  8.39084983e-01
 -3.19892883e-01 -3.22737992e-01 -2.44850487e-01  2.37712130e-01
 -2.66816735e-01  1.77435011e-01 -5.00406265e-01  1.74872391e-02
  6.07446253e-01 -3.67190510e-01 -1.10309377e-01  8.20012540e-02
 -3.61311376e-01  1.02827504e-01 -5.45301139e-02  5.31168759e-01
  2.09476992e-01  2.64037251e-01  2.25503743e-01 -1.62054121e+00
 -6.07405722e-01  4.25461084e-02  8.91637430e-02  5.21629117e-04
  2.75830483e+00 -3.74022484e-01  9.81319994e-02 -6.74266219e-01
  4.08129990e-02  2.79291868e-01 -2.46087879e-01 -7.86149949e-02
 -4.54846621e-01 -5.01784980e-01 -1.80596754e-01  4.83036578e-01
 -2.63615727e-01 -2.12792128e-01 -1.06856227e-02 -1.56753868e-01
 -3.23874876e-02 -5.38315237e-01  3.11515033e-02  4.44849953e-02]",E
13931.0,"Is it true that if Emily finishes her work early, she'll never portray a violent character in her novels again?",Emily has portrayed a violent character in her novels before.,E,type5_again,"[ 2.89843142e-01  2.07070664e-01 -3.25096667e-01 -2.24326923e-01
  5.47221065e-01  6.07569098e-01 -3.45364153e-01 -1.47709288e-02
 -1.96086213e-01  1.84050187e-01 -1.80357993e-01  2.22063988e-01
 -4.86656249e-01 -2.44313269e-03  6.27955258e-01 -8.67661387e-02
  1.10908570e-02 -5.41578680e-02 -1.57180130e-01 -2.89680988e-01
 -1.30594019e-02  4.50460255e-01  2.45550409e-01  1.21135600e-01
  4.16813970e-01 -1.68098819e+00 -7.36179352e-01  2.83912495e-02
  3.24373364e-01 -2.80898690e-01  2.88632679e+00 -1.13006689e-01
 -2.16666281e-01 -5.88379264e-01  6.01869971e-02  1.18394345e-01
 -1.19397067e-01  2.16731861e-01 -2.66163915e-01 -5.25016725e-01
 -1.81411937e-01  1.22354187e-01 -1.70403928e-01 -1.60754677e-02
 -7.80639350e-02 -1.28377527e-01  6.26544729e-02 -3.59486043e-01
 -1.32178022e-02  8.25396851e-02  2.83206999e-01  2.49608994e-01
 -4.62601215e-01 -2.01366246e-01  4.24792379e-01  8.39084983e-01
 -3.19892883e-01 -3.22737992e-01 -2.44850487e-01  2.37712130e-01
 -2.66816735e-01  1.77435011e-01 -5.00406265e-01  1.74872391e-02
  6.07446253e-01 -3.67190510e-01 -1.10309377e-01  8.20012540e-02
 -3.61311376e-01  1.02827504e-01 -5.45301139e-02  5.31168759e-01
  2.09476992e-01  2.64037251e-01  2.25503743e-01 -1.62054121e+00
 -6.07405722e-01  4.25461084e-02  8.91637430e-02  5.21629117e-04
  2.75830483e+00 -3.74022484e-01  9.81319994e-02 -6.74266219e-01
  4.08129990e-02  2.79291868e-01 -2.46087879e-01 -7.86149949e-02
 -4.54846621e-01 -5.01784980e-01 -1.80596754e-01  4.83036578e-01
 -2.63615727e-01 -2.12792128e-01 -1.06856227e-02 -1.56753868e-01
 -3.23874876e-02 -5.38315237e-01  3.11515033e-02  4.44849953e-02]",E
13936.0,"If Zoey misses the bus, she'll never preside in a meeting again.",Zoey has presided in a meeting before.,E,type5_again,"[ 0.37510958  0.33434272 -0.47563142  0.06858971  0.4702603  -0.0649053
 -0.31041     0.32554156 -0.20330246 -0.22547285 -0.15523572 -0.23396716
 -0.41394     0.10478572  0.53608865  0.13146628 -0.06733    -0.19928958
 -0.35111427 -0.13492928  0.116274    0.0661     -0.01315143 -0.10629914
  0.10238427 -1.5788257  -0.1483043   0.122753   -0.20652714 -0.06691945
  2.741293    0.15002143 -0.53682625 -0.22850572  0.11128201 -0.20029004
  0.249777    0.36697143 -0.04474557 -0.14715327 -0.42771086  0.06071611
 -0.3021513   0.01479644 -0.11184556  0.124536   -0.0636893   0.01931827
 -0.06967942 -0.04878157  0.413284    0.4728694  -0.657794    0.2272114
  0.43206978 -0.01386602 -0.392776   -0.0622398  -0.1845868  -0.286062
 -0.182414   -0.36453122 -0.45471603  0.08119899  0.461902   -0.00841681
 -0.2157732  -0.04603601 -0.29489002  0.0159922   0.3264938   0.036488
 -0.04965401 -0.3029884  -0.223502   -1.6848419   0.1079448   0.21052401
 -0.707934    0.34059078  3.134628   -0.10661499 -0.4195568  -0.326724
  0.0228556  -0.303727    0.12337379  0.440972   -0.0274566   0.016188
 -0.59607     0.30149657 -0.45193118 -0.2277592  -0.01441156  0.1618348
 -0.387604    0.0664716  -0.0877152  -0.07559681]",E
13937.0,"It's not the case that if Zoey misses the bus, she'll never preside in a meeting again.",Zoey has presided in a meeting before.,E,type5_again,"[ 4.73087281e-01  1.52905762e-01 -2.91099876e-01  9.10352468e-02
  5.08910954e-01  1.18633814e-01 -2.50542223e-01  2.23163903e-01
 -1.30172282e-01 -1.60230502e-01 -4.72329967e-02 -6.22583926e-03
 -4.81175810e-01  3.34750116e-03  6.66125059e-01  2.97751397e-01
  1.95758361e-02 -2.38173947e-01 -2.56303161e-01 -3.22057068e-01
 -1.48586677e-02  5.01969494e-02  1.07669175e-01 -9.46717262e-02
  8.82391632e-02 -1.90463161e+00 -2.90117532e-01  1.69272006e-01
 -2.36824062e-02 -1.76438019e-01  3.09506249e+00 -2.62667239e-03
 -5.62262833e-01 -4.05683249e-01  7.39938542e-02 -2.62180448e-01
  2.74118274e-01  1.95182502e-01  1.22127505e-02 -1.74643099e-01
 -3.86090517e-01  1.31828561e-01 -1.68028250e-01  2.04484805e-01
 -1.05099171e-01  7.25035891e-02 -1.61369920e-01  1.14490658e-01
 -5.34984171e-02 -5.88192306e-05  4.13284004e-01  4.72869396e-01
 -6.57793999e-01  2.27211401e-01  4.32069778e-01 -1.38660194e-02
 -3.92776012e-01 -6.22398034e-02 -1.84586793e-01 -2.86062002e-01
 -1.82413995e-01 -3.64531219e-01 -4.54716027e-01  8.11989903e-02
  4.61901993e-01 -8.41680728e-03 -2.15773195e-01 -4.60360050e-02
 -2.94890016e-01  1.59922000e-02  3.26493800e-01  3.64880040e-02
 -4.96540070e-02 -3.02988410e-01 -2.23501995e-01 -1.68484187e+00
  1.07944801e-01  2.10524008e-01 -7.07934022e-01  3.40590775e-01
  3.13462806e+00 -1.06614992e-01 -4.19556797e-01 -3.26723993e-01
  2.28556003e-02 -3.03727001e-01  1.23373792e-01  4.40972000e-01
 -2.74566002e-02  1.61879994e-02 -5.96069992e-01  3.01496565e-01
 -4.51931179e-01 -2.27759197e-01 -1.44115565e-02  1.61834806e-01
 -3.87603998e-01  6.64715990e-02 -8.77152011e-02 -7.55968094e-02]",E
13938.0,"Sam believes that if Zoey misses the bus, she'll never preside in a meeting again.",Zoey has presided in a meeting before.,E,type5_again,"[ 0.4238027   0.2099272  -0.2673536   0.0551793   0.5329962   0.02420219
 -0.3013717   0.24988958 -0.14699872 -0.11738501 -0.0463606  -0.020016
 -0.490242   -0.01131701  0.6384371   0.3147434   0.102455   -0.20044363
 -0.193608   -0.2559604  -0.05631121  0.11057434  0.04453    -0.11158741
  0.19329703 -1.779218   -0.18277001  0.13941309 -0.05811579 -0.11691929
  2.8590252   0.1143041  -0.53320944 -0.32696602  0.01369542 -0.28349602
  0.2091279   0.273786   -0.0051914  -0.21004441 -0.36557811  0.12166397
 -0.2259361   0.1043423  -0.0559649   0.08634411 -0.17075852  0.15425679
 -0.07835169  0.08772441  0.413284    0.4728694  -0.657794    0.2272114
  0.43206978 -0.01386602 -0.392776   -0.0622398  -0.1845868  -0.286062
 -0.182414   -0.36453122 -0.45471603  0.08119899  0.461902   -0.00841681
 -0.2157732  -0.04603601 -0.29489002  0.0159922   0.3264938   0.036488
 -0.04965401 -0.3029884  -0.223502   -1.6848419   0.1079448   0.21052401
 -0.707934    0.34059078  3.134628   -0.10661499 -0.4195568  -0.326724
  0.0228556  -0.303727    0.12337379  0.440972   -0.0274566   0.016188
 -0.59607     0.30149657 -0.45193118 -0.2277592  -0.01441156  0.1618348
 -0.387604    0.0664716  -0.0877152  -0.07559681]",E
13939.0,"Is it true that if Zoey misses the bus, she'll never preside in a meeting again?",Zoey has presided in a meeting before.,E,type5_again,"[ 0.44901064  0.22882538 -0.28255546  0.047964    0.5914738   0.08784299
 -0.28894246  0.17111191 -0.17050019 -0.07427364 -0.05850418  0.01013544
 -0.41859362 -0.00426454  0.6105064   0.31435668  0.08484453 -0.1530562
 -0.28634274 -0.29911497 -0.05555928  0.07667759  0.10092819 -0.06535018
  0.24266458 -1.7660708  -0.36016095  0.19509582  0.09239017 -0.16631025
  3.0149138   0.07839272 -0.50842494 -0.32961458  0.00616856 -0.28727093
  0.18086173  0.23285727 -0.02444345 -0.24090128 -0.3103352   0.05266389
 -0.24517146  0.15275861 -0.14973637  0.13012065 -0.1289872   0.08039448
 -0.06461655  0.05562038  0.413284    0.4728694  -0.657794    0.2272114
  0.43206978 -0.01386602 -0.392776   -0.0622398  -0.1845868  -0.286062
 -0.182414   -0.36453122 -0.45471603  0.08119899  0.461902   -0.00841681
 -0.2157732  -0.04603601 -0.29489002  0.0159922   0.3264938   0.036488
 -0.04965401 -0.3029884  -0.223502   -1.6848419   0.1079448   0.21052401
 -0.707934    0.34059078  3.134628   -0.10661499 -0.4195568  -0.326724
  0.0228556  -0.303727    0.12337379  0.440972   -0.0274566   0.016188
 -0.59607     0.30149657 -0.45193118 -0.2277592  -0.01441156  0.1618348
 -0.387604    0.0664716  -0.0877152  -0.07559681]",E
13944.0,"If Amelia finishes work early, she'll never produce an action movie again.",Amelia has produced an action movie before.,E,type5_again,"[ 2.19532415e-01  3.25428508e-02 -1.97650000e-01 -9.65944156e-02
  2.58779705e-01  3.27101022e-01 -3.27995747e-01 -1.37132853e-01
 -3.19264606e-02  4.15565550e-01 -1.12233713e-01  5.73854372e-02
 -3.44830722e-01  2.51855701e-01  6.34544849e-01 -1.77689999e-01
  3.34982574e-01  2.18633279e-01 -3.29683572e-01 -5.24404407e-01
  3.30806702e-01  1.64669275e-01  2.10714296e-01 -3.72594334e-02
  2.45485753e-01 -1.35738003e+00 -6.54483736e-01 -2.13509891e-02
  2.40729198e-01 -2.30075270e-01  2.98569989e+00 -1.25098318e-01
 -2.94415742e-01 -5.20304322e-01  1.18859865e-01  1.41545862e-01
  1.70824692e-01  3.71067464e-01 -2.93466717e-01 -5.05137146e-01
 -2.13406444e-01  1.72685552e-02 -8.47555771e-02 -2.12311000e-01
 -1.08682707e-01 -5.57767972e-02  8.57657194e-02  2.61428533e-03
 -1.49788588e-01  3.33270013e-01  3.32384020e-01  1.67863965e-02
 -1.63765401e-01  1.13162398e-01  9.23614055e-02  5.26086032e-01
 -3.37247998e-01 -5.92611969e-01  3.10377982e-02  5.95218003e-01
 -1.68820024e-02  1.53089613e-01 -4.32909012e-01  2.95648187e-01
  6.32224798e-01 -1.90323994e-01  3.29416007e-01  3.77835989e-01
 -6.73040032e-01 -2.04987377e-01  2.66003430e-01  2.02441007e-01
  1.74109980e-01 -3.22840102e-02 -8.48500151e-03 -1.60436594e+00
 -5.15716434e-01  1.26953796e-01 -6.31330982e-02 -1.64448023e-02
  3.20185995e+00 -3.78650367e-01 -7.24000949e-03 -4.98584032e-01
 -1.02735803e-01  8.27362016e-02  2.19246000e-01 -7.30935782e-02
 -4.20415968e-01 -4.99109805e-01 -5.97980022e-02  5.25838017e-01
 -2.83222616e-01 -4.15652364e-01 -1.59571201e-01  1.40338764e-02
 -2.43046194e-01 -1.29179833e-02 -1.70130014e-01  4.07604039e-01]",E
13945.0,"It's not the case that if Amelia finishes work early, she'll never produce an action movie again.",Amelia has produced an action movie before.,E,type5_again,"[ 0.3823339  -0.02314417 -0.12894405 -0.00532217  0.38554737  0.3473042
 -0.26080063 -0.04672949 -0.03020296  0.2137086  -0.0221485   0.16372983
 -0.44086215  0.08913834  0.7235579   0.11741022  0.25425816  0.00561441
 -0.2438019  -0.54925096  0.11028541  0.1076957   0.23825748 -0.05439856
  0.17171502 -1.775455   -0.58538884  0.08521134  0.23721713 -0.27161226
  3.2376335  -0.16311319 -0.4208567  -0.57589906  0.07841425 -0.06277617
  0.22806275  0.19757183 -0.1328746  -0.38346705 -0.26107958  0.10648417
 -0.04121409  0.07200549 -0.10325416 -0.03267888 -0.07418782  0.10474666
 -0.10022876  0.22280459  0.33238402  0.0167864  -0.1637654   0.1131624
  0.09236141  0.52608603 -0.337248   -0.59261197  0.0310378   0.595218
 -0.016882    0.15308961 -0.432909    0.2956482   0.6322248  -0.190324
  0.329416    0.377836   -0.67304003 -0.20498738  0.26600343  0.202441
  0.17410998 -0.03228401 -0.008485   -1.604366   -0.51571643  0.1269538
 -0.0631331  -0.0164448   3.20186    -0.37865037 -0.00724001 -0.49858403
 -0.1027358   0.0827362   0.219246   -0.07309358 -0.42041597 -0.4991098
 -0.059798    0.525838   -0.28322262 -0.41565236 -0.1595712   0.01403388
 -0.2430462  -0.01291798 -0.17013001  0.40760404]",E
